,label,weight0_0,weight1_0,weight2_0,weight3_0,weight0_1,weight1_1,weight2_1,weight3_1,weight0_2,weight1_2,weight2_2,weight3_2,weight0_3,weight1_3,weight2_3,weight3_3
202,1,0.0,0.0,0.0,0.0,21.0,36.0,8.0,6.0,62.0,61.0,57.0,54.0,0.0,0.0,0.0,6.0
203,2,0.0,0.0,0.0,0.0,55.0,20.0,35.0,54.0,27.0,24.0,6.0,40.0,0.0,0.0,0.0,0.0
204,8,0.0,0.0,0.0,0.0,51.0,60.0,46.0,50.0,44.0,53.0,44.0,39.0,0.0,0.0,11.0,0.0
205,5,0.0,0.0,0.0,0.0,56.0,56.0,16.0,46.0,48.0,12.0,49.0,30.0,18.0,0.0,0.0,0.0
206,2,8.0,11.0,0.0,0.0,62.0,36.0,31.0,48.0,10.0,30.0,26.0,56.0,0.0,0.0,0.0,18.0
207,1,0.0,7.0,0.0,0.0,0.0,42.0,0.0,0.0,61.0,64.0,64.0,64.0,0.0,0.0,0.0,12.0
208,8,0.0,0.0,0.0,0.0,55.0,58.0,51.0,44.0,53.0,55.0,44.0,48.0,0.0,6.0,0.0,0.0
209,5,9.0,12.0,6.0,0.0,52.0,45.0,27.0,42.0,44.0,8.0,47.0,39.0,0.0,0.0,0.0,0.0
210,3,10.0,0.0,0.0,0.0,55.0,16.0,12.0,42.0,27.0,33.0,41.0,46.0,0.0,0.0,0.0,16.0
211,0,0.0,14.0,0.0,0.0,33.0,36.0,40.0,27.0,41.0,28.0,16.0,56.0,0.0,6.0,16.0,0.0
212,8,0.0,0.0,0.0,0.0,54.0,40.0,54.0,52.0,52.0,53.0,49.0,55.0,0.0,0.0,0.0,8.0
213,5,0.0,0.0,0.0,0.0,54.0,58.0,15.0,58.0,55.0,16.0,48.0,42.0,0.0,0.0,0.0,0.0
214,3,14.0,0.0,0.0,0.0,48.0,10.0,0.0,46.0,36.0,42.0,36.0,47.0,0.0,0.0,13.0,6.0
215,2,0.0,0.0,0.0,0.0,53.0,30.0,0.0,41.0,33.0,35.0,40.0,60.0,0.0,0.0,0.0,41.0
216,8,6.0,11.0,6.0,0.0,42.0,53.0,37.0,52.0,44.0,50.0,22.0,30.0,10.0,0.0,13.0,0.0
217,5,0.0,18.0,0.0,0.0,49.0,60.0,0.0,43.0,49.0,17.0,32.0,17.0,17.0,0.0,0.0,0.0
218,4,0.0,9.0,28.0,0.0,32.0,47.0,52.0,23.0,24.0,25.0,55.0,40.0,0.0,25.0,0.0,0.0
219,2,17.0,0.0,0.0,19.0,61.0,38.0,50.0,64.0,0.0,16.0,0.0,50.0,0.0,0.0,0.0,12.0
220,8,0.0,22.0,0.0,0.0,40.0,29.0,39.0,28.0,34.0,32.0,25.0,44.0,0.0,0.0,0.0,0.0
221,5,0.0,11.0,0.0,0.0,53.0,58.0,0.0,42.0,44.0,48.0,12.0,48.0,0.0,6.0,16.0,0.0
222,4,0.0,0.0,18.0,0.0,23.0,50.0,55.0,15.0,28.0,17.0,60.0,36.0,0.0,22.0,10.0,0.0
223,3,0.0,0.0,0.0,0.0,37.0,11.0,0.0,41.0,49.0,59.0,31.0,47.0,0.0,0.0,23.0,28.0
224,8,0.0,0.0,0.0,0.0,46.0,51.0,48.0,51.0,42.0,51.0,41.0,50.0,0.0,0.0,10.0,6.0
225,5,19.0,12.0,0.0,9.0,60.0,40.0,41.0,53.0,50.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0
226,7,0.0,0.0,11.0,0.0,50.0,20.0,48.0,41.0,56.0,49.0,43.0,0.0,0.0,0.0,10.0,0.0
227,1,0.0,16.0,0.0,0.0,41.0,61.0,34.0,36.0,29.0,32.0,27.0,31.0,0.0,0.0,0.0,0.0
228,8,0.0,7.0,0.0,0.0,28.0,50.0,40.0,32.0,31.0,54.0,27.0,30.0,0.0,0.0,9.0,0.0
229,6,0.0,0.0,0.0,0.0,25.0,49.0,49.0,32.0,37.0,9.0,29.0,43.0,0.0,0.0,9.0,34.0
230,1,0.0,0.0,8.0,0.0,24.0,52.0,40.0,25.0,43.0,48.0,55.0,57.0,0.0,0.0,0.0,0.0
231,4,0.0,0.0,18.0,0.0,12.0,35.0,59.0,0.0,22.0,25.0,62.0,29.0,0.0,11.0,8.0,0.0
232,8,0.0,13.0,0.0,0.0,38.0,48.0,61.0,38.0,58.0,34.0,23.0,63.0,0.0,0.0,0.0,0.0
233,6,0.0,6.0,8.0,0.0,36.0,50.0,56.0,41.0,48.0,0.0,9.0,43.0,0.0,0.0,0.0,0.0
234,7,0.0,0.0,0.0,0.0,33.0,0.0,22.0,33.0,57.0,35.0,42.0,7.0,41.0,19.0,0.0,0.0
235,3,0.0,0.0,0.0,0.0,49.0,0.0,0.0,30.0,56.0,46.0,44.0,42.0,30.0,12.0,16.0,0.0
236,8,6.0,0.0,0.0,0.0,54.0,34.0,42.0,53.0,53.0,30.0,48.0,48.0,9.0,12.0,0.0,0.0
237,6,0.0,0.0,0.0,0.0,38.0,45.0,59.0,33.0,36.0,0.0,37.0,45.0,0.0,0.0,18.0,28.0
238,8,0.0,0.0,0.0,0.0,52.0,37.0,41.0,47.0,7.0,31.0,45.0,47.0,0.0,6.0,0.0,0.0
239,1,0.0,12.0,0.0,0.0,29.0,58.0,0.0,13.0,60.0,64.0,64.0,64.0,0.0,12.0,15.0,0.0
240,8,0.0,0.0,0.0,0.0,38.0,42.0,42.0,40.0,51.0,33.0,34.0,44.0,0.0,0.0,0.0,0.0
241,7,0.0,0.0,0.0,0.0,46.0,32.0,31.0,40.0,61.0,53.0,29.0,0.0,23.0,14.0,0.0,0.0
242,6,0.0,6.0,13.0,0.0,35.0,50.0,57.0,42.0,11.0,7.0,49.0,53.0,0.0,0.0,0.0,0.0
243,3,8.0,0.0,0.0,0.0,55.0,13.0,6.0,38.0,32.0,43.0,30.0,45.0,0.0,0.0,21.0,24.0
244,8,7.0,7.0,0.0,0.0,37.0,33.0,43.0,42.0,53.0,39.0,36.0,44.0,6.0,0.0,0.0,15.0
245,7,0.0,0.0,8.0,0.0,38.0,20.0,44.0,38.0,45.0,43.0,22.0,0.0,20.0,0.0,0.0,0.0
246,8,0.0,14.0,11.0,0.0,38.0,39.0,41.0,35.0,47.0,37.0,30.0,45.0,0.0,0.0,0.0,0.0
247,1,0.0,8.0,7.0,0.0,35.0,61.0,41.0,25.0,34.0,24.0,34.0,49.0,0.0,0.0,0.0,0.0
248,8,7.0,9.0,0.0,0.0,47.0,55.0,52.0,37.0,53.0,49.0,41.0,55.0,0.0,0.0,0.0,10.0
249,7,0.0,0.0,11.0,0.0,32.0,0.0,45.0,22.0,58.0,35.0,44.0,11.0,8.0,0.0,8.0,0.0
250,8,0.0,0.0,0.0,0.0,33.0,35.0,44.0,32.0,47.0,48.0,39.0,32.0,0.0,0.0,0.0,10.0
251,9,0.0,0.0,0.0,0.0,47.0,28.0,0.0,23.0,35.0,59.0,10.0,38.0,0.0,12.0,30.0,29.0
252,8,6.0,11.0,0.0,0.0,38.0,45.0,42.0,43.0,38.0,50.0,25.0,48.0,0.0,0.0,15.0,12.0
253,8,0.0,10.0,0.0,0.0,41.0,39.0,50.0,39.0,45.0,41.0,37.0,40.0,0.0,0.0,0.0,0.0
254,1,0.0,0.0,0.0,0.0,38.0,60.0,63.0,39.0,38.0,21.0,6.0,37.0,0.0,0.0,0.0,0.0
255,8,7.0,7.0,0.0,0.0,45.0,56.0,30.0,44.0,31.0,42.0,38.0,41.0,0.0,0.0,0.0,10.0
256,8,0.0,0.0,0.0,0.0,38.0,57.0,52.0,39.0,39.0,28.0,36.0,55.0,0.0,0.0,0.0,0.0
257,8,8.0,17.0,0.0,0.0,54.0,36.0,47.0,49.0,11.0,39.0,46.0,45.0,0.0,0.0,0.0,0.0
258,2,0.0,0.0,0.0,0.0,55.0,13.0,0.0,52.0,33.0,31.0,46.0,60.0,0.0,0.0,0.0,24.0
259,2,0.0,0.0,0.0,0.0,58.0,8.0,27.0,50.0,37.0,40.0,28.0,61.0,0.0,0.0,0.0,6.0
260,8,0.0,7.0,0.0,0.0,56.0,60.0,43.0,40.0,62.0,47.0,39.0,48.0,7.0,0.0,0.0,10.0
261,8,9.0,0.0,0.0,0.0,39.0,48.0,39.0,33.0,43.0,25.0,22.0,36.0,0.0,0.0,0.0,0.0
262,4,0.0,0.0,21.0,0.0,33.0,43.0,54.0,21.0,22.0,23.0,55.0,28.0,0.0,22.0,0.0,0.0
263,8,0.0,0.0,0.0,0.0,47.0,45.0,50.0,42.0,55.0,42.0,36.0,50.0,0.0,0.0,0.0,0.0
264,8,0.0,7.0,0.0,0.0,37.0,28.0,46.0,45.0,38.0,31.0,24.0,34.0,0.0,9.0,0.0,0.0
265,8,12.0,12.0,0.0,0.0,48.0,52.0,64.0,64.0,35.0,53.0,0.0,25.0,8.0,0.0,0.0,0.0
266,8,0.0,19.0,0.0,0.0,46.0,40.0,41.0,36.0,47.0,31.0,36.0,45.0,0.0,0.0,0.0,14.0
267,5,0.0,8.0,0.0,0.0,46.0,50.0,10.0,31.0,55.0,0.0,45.0,24.0,8.0,0.0,0.0,0.0
268,8,0.0,0.0,0.0,9.0,44.0,54.0,42.0,50.0,23.0,16.0,13.0,14.0,6.0,0.0,0.0,0.0
269,8,0.0,0.0,7.0,10.0,40.0,41.0,40.0,52.0,55.0,8.0,12.0,7.0,6.0,0.0,0.0,0.0
270,8,0.0,0.0,0.0,0.0,47.0,46.0,47.0,44.0,31.0,38.0,46.0,45.0,0.0,6.0,0.0,0.0
271,7,0.0,0.0,0.0,0.0,47.0,7.0,59.0,49.0,57.0,52.0,46.0,0.0,0.0,0.0,7.0,0.0
272,8,0.0,0.0,6.0,9.0,47.0,44.0,40.0,41.0,46.0,51.0,48.0,49.0,0.0,0.0,6.0,0.0
273,8,0.0,0.0,0.0,0.0,37.0,50.0,39.0,44.0,53.0,49.0,44.0,46.0,10.0,12.0,6.0,0.0
274,9,0.0,10.0,0.0,0.0,21.0,62.0,0.0,0.0,58.0,57.0,34.0,33.0,8.0,9.0,0.0,0.0
275,3,6.0,0.0,0.0,0.0,54.0,29.0,11.0,54.0,25.0,34.0,48.0,39.0,0.0,0.0,6.0,0.0
276,8,0.0,0.0,8.0,0.0,28.0,27.0,48.0,38.0,14.0,39.0,34.0,38.0,0.0,8.0,0.0,0.0
277,9,9.0,19.0,0.0,0.0,53.0,36.0,15.0,49.0,50.0,56.0,32.0,46.0,0.0,11.0,18.0,0.0
278,0,0.0,8.0,12.0,0.0,56.0,55.0,25.0,55.0,26.0,54.0,25.0,56.0,0.0,13.0,16.0,0.0
279,1,0.0,0.0,0.0,0.0,53.0,56.0,61.0,58.0,33.0,39.0,34.0,52.0,0.0,0.0,0.0,0.0
280,8,0.0,8.0,0.0,0.0,49.0,52.0,52.0,47.0,49.0,45.0,49.0,50.0,8.0,11.0,0.0,0.0
281,9,7.0,14.0,0.0,0.0,45.0,35.0,6.0,31.0,37.0,57.0,31.0,38.0,0.0,0.0,11.0,0.0
282,0,0.0,8.0,7.0,0.0,51.0,46.0,20.0,36.0,36.0,23.0,19.0,41.0,0.0,10.0,14.0,0.0
283,7,0.0,0.0,0.0,0.0,39.0,23.0,32.0,36.0,56.0,43.0,43.0,0.0,0.0,0.0,0.0,0.0
284,8,0.0,0.0,0.0,0.0,58.0,56.0,48.0,59.0,30.0,22.0,0.0,6.0,0.0,0.0,0.0,0.0
285,9,0.0,15.0,0.0,0.0,46.0,33.0,13.0,40.0,47.0,42.0,30.0,43.0,0.0,16.0,16.0,0.0
286,2,0.0,0.0,0.0,0.0,51.0,31.0,0.0,52.0,23.0,30.0,31.0,51.0,0.0,0.0,0.0,14.0
287,7,0.0,0.0,11.0,0.0,44.0,15.0,55.0,42.0,56.0,47.0,36.0,0.0,22.0,6.0,9.0,0.0
288,8,0.0,0.0,0.0,0.0,36.0,49.0,45.0,35.0,27.0,39.0,42.0,37.0,0.0,0.0,8.0,0.0
289,9,0.0,16.0,0.0,0.0,37.0,29.0,20.0,17.0,37.0,44.0,31.0,30.0,0.0,8.0,11.0,23.0
290,6,0.0,0.0,0.0,0.0,38.0,48.0,49.0,36.0,17.0,0.0,25.0,45.0,0.0,0.0,18.0,21.0
291,0,0.0,15.0,16.0,0.0,40.0,19.0,15.0,51.0,44.0,24.0,34.0,36.0,0.0,15.0,8.0,0.0
292,8,0.0,8.0,0.0,0.0,46.0,56.0,61.0,54.0,58.0,60.0,27.0,34.0,0.0,0.0,0.0,0.0
293,9,6.0,7.0,0.0,0.0,45.0,44.0,0.0,36.0,28.0,56.0,33.0,28.0,0.0,8.0,11.0,0.0
294,9,0.0,10.0,0.0,0.0,46.0,48.0,0.0,28.0,44.0,51.0,30.0,20.0,0.0,16.0,10.0,0.0
295,7,0.0,0.0,0.0,0.0,46.0,6.0,54.0,46.0,56.0,46.0,46.0,0.0,20.0,15.0,10.0,0.0
296,9,0.0,16.0,0.0,0.0,49.0,34.0,38.0,35.0,53.0,48.0,43.0,17.0,8.0,8.0,0.0,0.0
297,0,0.0,0.0,8.0,0.0,54.0,32.0,24.0,43.0,49.0,16.0,28.0,39.0,0.0,10.0,6.0,0.0
298,0,0.0,15.0,0.0,0.0,39.0,48.0,25.0,32.0,39.0,13.0,15.0,46.0,0.0,6.0,17.0,0.0
299,2,12.0,0.0,0.0,6.0,58.0,6.0,41.0,58.0,38.0,46.0,11.0,33.0,0.0,0.0,0.0,9.0
300,9,0.0,0.0,0.0,0.0,43.0,38.0,0.0,41.0,52.0,50.0,16.0,41.0,0.0,14.0,17.0,10.0
301,0,0.0,15.0,21.0,0.0,50.0,36.0,22.0,48.0,48.0,19.0,11.0,46.0,0.0,19.0,25.0,12.0
302,7,0.0,0.0,0.0,0.0,41.0,18.0,29.0,48.0,51.0,52.0,22.0,0.0,0.0,0.0,0.0,0.0
303,7,0.0,0.0,6.0,0.0,45.0,18.0,51.0,48.0,62.0,46.0,42.0,0.0,0.0,0.0,8.0,0.0
304,9,0.0,7.0,0.0,0.0,53.0,48.0,8.0,54.0,31.0,61.0,37.0,45.0,0.0,0.0,11.0,0.0
305,0,7.0,20.0,16.0,0.0,55.0,43.0,27.0,52.0,45.0,13.0,20.0,45.0,0.0,21.0,20.0,0.0
306,7,0.0,0.0,0.0,0.0,40.0,6.0,55.0,51.0,61.0,45.0,40.0,0.0,20.0,6.0,0.0,0.0
307,9,0.0,14.0,0.0,0.0,50.0,55.0,13.0,37.0,26.0,60.0,46.0,31.0,0.0,8.0,14.0,0.0
308,9,0.0,0.0,0.0,0.0,50.0,43.0,0.0,34.0,54.0,58.0,44.0,10.0,0.0,21.0,0.0,0.0
309,0,0.0,0.0,0.0,0.0,42.0,37.0,32.0,41.0,22.0,28.0,33.0,43.0,0.0,0.0,13.0,0.0
310,8,0.0,0.0,0.0,0.0,36.0,34.0,43.0,33.0,38.0,38.0,27.0,44.0,0.0,0.0,0.0,0.0
311,2,0.0,0.0,0.0,0.0,52.0,28.0,40.0,50.0,30.0,26.0,0.0,56.0,0.0,0.0,0.0,0.0
312,9,0.0,8.0,0.0,0.0,40.0,44.0,0.0,36.0,56.0,62.0,35.0,7.0,6.0,10.0,0.0,0.0
313,0,0.0,9.0,13.0,0.0,40.0,37.0,28.0,47.0,43.0,23.0,17.0,45.0,0.0,10.0,16.0,0.0
314,8,0.0,19.0,0.0,0.0,52.0,61.0,54.0,41.0,42.0,43.0,29.0,38.0,0.0,0.0,0.0,0.0
315,7,0.0,0.0,0.0,0.0,45.0,19.0,43.0,37.0,48.0,54.0,25.0,0.0,0.0,9.0,9.0,0.0
316,9,7.0,0.0,0.0,0.0,59.0,27.0,0.0,26.0,51.0,47.0,27.0,45.0,0.0,0.0,21.0,11.0
317,1,0.0,0.0,0.0,0.0,29.0,54.0,46.0,27.0,33.0,52.0,59.0,64.0,0.0,0.0,0.0,12.0
318,1,0.0,0.0,0.0,0.0,14.0,52.0,28.0,11.0,54.0,64.0,64.0,53.0,0.0,0.0,0.0,0.0
319,1,0.0,0.0,13.0,0.0,25.0,52.0,55.0,16.0,60.0,59.0,57.0,64.0,0.0,0.0,0.0,16.0
320,9,0.0,18.0,0.0,0.0,55.0,30.0,36.0,34.0,43.0,62.0,52.0,52.0,0.0,0.0,0.0,11.0
321,1,0.0,0.0,7.0,0.0,0.0,38.0,47.0,0.0,62.0,58.0,62.0,54.0,0.0,0.0,0.0,13.0
322,1,0.0,0.0,0.0,0.0,48.0,48.0,60.0,48.0,47.0,43.0,40.0,59.0,0.0,0.0,0.0,0.0
323,9,0.0,11.0,0.0,0.0,39.0,24.0,35.0,29.0,44.0,48.0,33.0,9.0,6.0,0.0,0.0,0.0
324,9,0.0,0.0,0.0,0.0,40.0,23.0,0.0,22.0,45.0,54.0,30.0,52.0,0.0,14.0,21.0,0.0
325,1,0.0,0.0,0.0,0.0,32.0,31.0,40.0,44.0,43.0,59.0,43.0,42.0,0.0,0.0,0.0,0.0
326,2,0.0,9.0,0.0,0.0,60.0,14.0,28.0,56.0,25.0,37.0,18.0,57.0,0.0,0.0,0.0,12.0
327,2,19.0,0.0,0.0,10.0,49.0,19.0,49.0,64.0,17.0,24.0,6.0,64.0,0.0,0.0,0.0,11.0
328,9,0.0,15.0,0.0,0.0,43.0,41.0,24.0,22.0,43.0,47.0,50.0,55.0,0.0,0.0,0.0,9.0
329,1,0.0,0.0,0.0,0.0,52.0,53.0,50.0,55.0,54.0,50.0,40.0,50.0,0.0,0.0,0.0,0.0
330,2,10.0,22.0,0.0,0.0,57.0,32.0,30.0,59.0,0.0,7.0,0.0,45.0,0.0,0.0,0.0,15.0
331,5,7.0,15.0,0.0,0.0,57.0,59.0,25.0,32.0,40.0,7.0,23.0,26.0,0.0,0.0,0.0,0.0
332,9,0.0,10.0,0.0,0.0,31.0,49.0,0.0,0.0,58.0,52.0,35.0,40.0,14.0,0.0,7.0,0.0
333,1,0.0,0.0,10.0,0.0,12.0,32.0,47.0,7.0,62.0,58.0,48.0,53.0,0.0,0.0,0.0,0.0
334,3,9.0,0.0,0.0,0.0,49.0,8.0,42.0,41.0,44.0,42.0,45.0,51.0,0.0,0.0,6.0,13.0
335,6,0.0,9.0,0.0,0.0,44.0,52.0,38.0,36.0,0.0,11.0,20.0,39.0,0.0,0.0,13.0,12.0
336,9,0.0,0.0,0.0,0.0,57.0,57.0,16.0,47.0,39.0,56.0,53.0,22.0,0.0,0.0,0.0,0.0
337,1,0.0,7.0,0.0,0.0,24.0,56.0,0.0,19.0,49.0,61.0,50.0,56.0,0.0,0.0,22.0,11.0
338,3,6.0,0.0,0.0,0.0,51.0,43.0,19.0,41.0,38.0,16.0,33.0,58.0,0.0,0.0,0.0,11.0
339,9,13.0,6.0,0.0,0.0,58.0,32.0,0.0,48.0,47.0,56.0,57.0,27.0,0.0,9.0,0.0,0.0
340,9,0.0,0.0,0.0,0.0,46.0,54.0,15.0,36.0,30.0,43.0,41.0,52.0,0.0,0.0,21.0,13.0
341,1,0.0,18.0,0.0,0.0,18.0,62.0,17.0,12.0,44.0,37.0,40.0,47.0,0.0,0.0,0.0,0.0
342,7,0.0,0.0,14.0,0.0,27.0,8.0,44.0,33.0,56.0,45.0,40.0,11.0,14.0,11.0,0.0,0.0
343,9,0.0,0.0,0.0,0.0,46.0,53.0,6.0,25.0,32.0,50.0,24.0,49.0,0.0,0.0,23.0,18.0
344,9,0.0,0.0,0.0,0.0,49.0,38.0,10.0,24.0,27.0,49.0,20.0,39.0,0.0,6.0,24.0,21.0
345,1,0.0,0.0,0.0,0.0,29.0,34.0,62.0,26.0,61.0,60.0,56.0,60.0,0.0,0.0,0.0,6.0
346,8,0.0,0.0,0.0,0.0,33.0,12.0,38.0,40.0,54.0,47.0,37.0,41.0,0.0,0.0,6.0,33.0
347,7,0.0,0.0,0.0,0.0,21.0,7.0,42.0,30.0,52.0,40.0,44.0,15.0,49.0,12.0,0.0,0.0
348,9,0.0,0.0,0.0,0.0,45.0,35.0,0.0,33.0,34.0,52.0,19.0,44.0,0.0,6.0,18.0,22.0
349,2,18.0,7.0,0.0,9.0,60.0,12.0,15.0,56.0,15.0,38.0,28.0,49.0,0.0,0.0,0.0,14.0
350,1,0.0,0.0,0.0,0.0,49.0,59.0,29.0,60.0,0.0,13.0,24.0,64.0,0.0,0.0,0.0,42.0
351,2,16.0,0.0,0.0,6.0,56.0,6.0,16.0,59.0,16.0,36.0,34.0,61.0,0.0,0.0,0.0,22.0
352,9,0.0,0.0,0.0,0.0,46.0,36.0,0.0,35.0,47.0,51.0,11.0,35.0,0.0,11.0,29.0,35.0
353,2,7.0,0.0,0.0,0.0,59.0,30.0,42.0,58.0,32.0,33.0,11.0,50.0,0.0,0.0,0.0,7.0
354,2,10.0,0.0,0.0,0.0,60.0,36.0,52.0,62.0,8.0,14.0,0.0,64.0,0.0,0.0,0.0,18.0
355,5,0.0,0.0,0.0,0.0,57.0,48.0,29.0,52.0,43.0,0.0,15.0,22.0,0.0,0.0,0.0,0.0
356,9,0.0,0.0,0.0,0.0,16.0,40.0,23.0,0.0,46.0,42.0,32.0,34.0,30.0,14.0,0.0,0.0
357,2,9.0,0.0,0.0,0.0,58.0,0.0,12.0,58.0,19.0,46.0,32.0,48.0,0.0,0.0,0.0,26.0
358,2,13.0,8.0,0.0,0.0,55.0,0.0,10.0,55.0,36.0,52.0,45.0,52.0,0.0,0.0,0.0,18.0
359,8,0.0,0.0,0.0,0.0,39.0,43.0,37.0,34.0,48.0,30.0,18.0,39.0,11.0,0.0,0.0,0.0
360,9,0.0,17.0,0.0,0.0,50.0,24.0,25.0,32.0,36.0,45.0,45.0,44.0,0.0,0.0,14.0,12.0
361,2,0.0,13.0,0.0,0.0,52.0,25.0,44.0,48.0,49.0,43.0,7.0,48.0,0.0,0.0,0.0,14.0
362,4,0.0,0.0,17.0,8.0,16.0,38.0,44.0,33.0,30.0,7.0,43.0,37.0,0.0,0.0,0.0,0.0
363,6,0.0,0.0,0.0,0.0,35.0,39.0,58.0,32.0,18.0,0.0,46.0,44.0,0.0,0.0,0.0,12.0
364,9,0.0,16.0,0.0,0.0,28.0,53.0,16.0,9.0,53.0,50.0,53.0,44.0,40.0,19.0,0.0,0.0
365,2,0.0,0.0,0.0,0.0,54.0,40.0,7.0,47.0,35.0,50.0,47.0,58.0,0.0,0.0,0.0,35.0
366,7,0.0,0.0,0.0,0.0,46.0,7.0,60.0,41.0,57.0,48.0,42.0,0.0,0.0,0.0,10.0,0.0
367,2,0.0,0.0,0.0,0.0,59.0,14.0,15.0,49.0,36.0,49.0,37.0,51.0,0.0,0.0,0.0,36.0
368,9,0.0,13.0,8.0,0.0,24.0,48.0,34.0,0.0,59.0,40.0,51.0,46.0,33.0,20.0,0.0,0.0
369,3,0.0,0.0,0.0,0.0,49.0,23.0,0.0,41.0,49.0,40.0,46.0,45.0,0.0,0.0,7.0,8.0
370,0,0.0,13.0,10.0,0.0,44.0,19.0,18.0,45.0,48.0,30.0,14.0,34.0,0.0,12.0,13.0,0.0
371,6,0.0,0.0,6.0,0.0,34.0,52.0,59.0,32.0,6.0,18.0,22.0,36.0,0.0,0.0,21.0,30.0
372,9,0.0,25.0,0.0,0.0,43.0,58.0,24.0,31.0,49.0,56.0,44.0,19.0,0.0,13.0,0.0,0.0
373,3,6.0,0.0,0.0,0.0,43.0,6.0,8.0,40.0,47.0,43.0,47.0,48.0,10.0,0.0,0.0,0.0
374,1,0.0,0.0,0.0,0.0,40.0,43.0,39.0,33.0,27.0,17.0,16.0,15.0,0.0,0.0,0.0,0.0
375,0,0.0,8.0,0.0,0.0,57.0,38.0,25.0,45.0,23.0,33.0,19.0,55.0,0.0,0.0,18.0,7.0
376,9,0.0,0.0,0.0,0.0,30.0,39.0,0.0,0.0,62.0,52.0,40.0,38.0,13.0,15.0,0.0,0.0
377,3,10.0,6.0,0.0,0.0,54.0,34.0,8.0,37.0,42.0,35.0,49.0,31.0,0.0,0.0,0.0,0.0
378,3,12.0,0.0,0.0,8.0,53.0,30.0,15.0,48.0,8.0,20.0,45.0,45.0,0.0,0.0,8.0,0.0
379,4,0.0,0.0,26.0,0.0,30.0,45.0,61.0,28.0,24.0,39.0,61.0,19.0,0.0,0.0,8.0,0.0
380,9,0.0,0.0,0.0,0.0,50.0,43.0,0.0,37.0,45.0,64.0,49.0,41.0,0.0,0.0,7.0,0.0
381,3,6.0,0.0,0.0,0.0,53.0,33.0,25.0,44.0,38.0,20.0,42.0,58.0,0.0,0.0,0.0,7.0
382,5,8.0,8.0,0.0,0.0,56.0,52.0,0.0,40.0,45.0,28.0,29.0,50.0,0.0,0.0,7.0,0.0
383,8,0.0,0.0,0.0,7.0,50.0,40.0,51.0,49.0,58.0,43.0,37.0,56.0,12.0,0.0,0.0,0.0
384,9,0.0,14.0,0.0,0.0,53.0,44.0,12.0,49.0,35.0,56.0,31.0,48.0,0.0,12.0,19.0,7.0
385,3,0.0,0.0,0.0,0.0,49.0,10.0,0.0,47.0,42.0,44.0,44.0,54.0,0.0,0.0,7.0,9.0
386,7,0.0,0.0,0.0,0.0,44.0,15.0,44.0,40.0,56.0,50.0,26.0,0.0,31.0,17.0,0.0,0.0
387,4,0.0,0.0,11.0,0.0,15.0,44.0,47.0,6.0,23.0,30.0,59.0,32.0,0.0,10.0,0.0,0.0
388,9,6.0,0.0,0.0,0.0,58.0,35.0,30.0,50.0,61.0,52.0,23.0,6.0,6.0,0.0,0.0,0.0
389,4,0.0,9.0,8.0,0.0,31.0,50.0,49.0,14.0,27.0,34.0,62.0,35.0,0.0,22.0,7.0,0.0
390,0,0.0,0.0,7.0,0.0,39.0,28.0,29.0,51.0,27.0,29.0,39.0,41.0,0.0,6.0,9.0,0.0
391,2,0.0,0.0,0.0,0.0,62.0,49.0,22.0,57.0,24.0,41.0,29.0,55.0,0.0,0.0,0.0,30.0
392,9,0.0,0.0,0.0,0.0,52.0,51.0,0.0,36.0,19.0,61.0,25.0,45.0,0.0,0.0,15.0,9.0
393,5,11.0,14.0,0.0,0.0,54.0,45.0,24.0,46.0,54.0,0.0,33.0,57.0,11.0,0.0,0.0,0.0
394,2,0.0,0.0,0.0,0.0,54.0,19.0,0.0,57.0,45.0,44.0,41.0,61.0,0.0,13.0,10.0,21.0
395,8,0.0,0.0,0.0,0.0,53.0,44.0,59.0,59.0,25.0,51.0,19.0,28.0,0.0,0.0,0.0,0.0
396,9,6.0,0.0,0.0,0.0,58.0,40.0,0.0,31.0,35.0,48.0,25.0,49.0,0.0,0.0,19.0,0.0
397,5,0.0,0.0,0.0,0.0,45.0,46.0,0.0,25.0,59.0,47.0,53.0,32.0,32.0,0.0,0.0,0.0
398,3,9.0,0.0,0.0,0.0,56.0,41.0,29.0,50.0,26.0,37.0,47.0,44.0,0.0,0.0,0.0,0.0
399,4,0.0,7.0,10.0,0.0,23.0,44.0,48.0,7.0,27.0,7.0,60.0,44.0,0.0,6.0,20.0,0.0
400,9,0.0,0.0,0.0,0.0,21.0,47.0,0.0,7.0,37.0,51.0,34.0,28.0,37.0,18.0,0.0,0.0
401,5,0.0,8.0,0.0,7.0,37.0,44.0,8.0,38.0,41.0,34.0,26.0,32.0,16.0,0.0,10.0,0.0
402,4,0.0,0.0,28.0,0.0,38.0,38.0,60.0,39.0,14.0,48.0,62.0,23.0,0.0,0.0,10.0,0.0
403,7,0.0,0.0,0.0,0.0,28.0,26.0,26.0,36.0,49.0,49.0,30.0,0.0,30.0,19.0,0.0,0.0
404,9,0.0,0.0,0.0,0.0,44.0,61.0,0.0,25.0,64.0,60.0,38.0,25.0,15.0,25.0,11.0,0.0
405,5,0.0,0.0,0.0,0.0,42.0,41.0,38.0,37.0,50.0,0.0,30.0,52.0,0.0,0.0,0.0,0.0
