label,filename,number_of_holes,width,height,aspect_ratio,area,angle,radius,contour,hull_radius,
9,9087,1,20,30,0.655172413793,289.0,90.0,10.4624699079,41,12.5444864299,
0,9087,1,20,30,0.655172413793,451.5,90.0,12.5651922264,31,13.0014115092,
8,9087,1,20,30,0.655172413793,354.5,90.0,10.6233703233,46,13.5649132851,
7,9087,0,21,30,0.64441424765,225.0,83.1572270393,9.10522714183,45,13.5227931291,
9,9111,0,22,30,0.60804768851,251.0,82.2348337173,11.1376185573,44,13.9301056359,
1,9111,0,20,30,0.525641034433,324.5,78.6900672913,11.6382673571,27,13.7569818242,
1,9111,0,18,30,0.586206896552,305.5,90.0,10.2596631305,36,12.5292056784,
1,9111,0,21,30,0.633699636249,355.0,83.6598081589,10.8960977727,38,13.6982503593,
9,9119,1,21,30,0.64814810409,371.5,87.1375949383,11.6522279668,41,14.1753910172,
1,9119,0,21,30,0.657303403044,301.0,85.2363581657,10.3367017528,45,14.1728559545,
1,9119,0,20,30,0.601731606958,328.0,85.0302591324,11.4336320644,32,14.6482925921,
9,9119,1,20,30,1.72842645972,299.0,-69.1455383301,10.8531837282,50,12.8258890937,
9,9122,0,18,30,0.586206896552,245.0,90.0,9.683527816,35,12.7180791535,
1,9122,0,14,30,2.36140359716,281.0,-87.5104446411,10.6207349348,34,13.2501593862,
2,9122,0,20,30,0.565217437558,245.0,83.6598086357,9.59904732626,45,14.2613700989,
2,9122,0,22,30,0.676335853483,253.0,87.3974378109,10.5577561852,44,15.2864862203,
9,9125,1,21,30,0.590697664498,326.5,81.8698968887,11.0316704704,39,13.8047098315,
1,9125,0,17,30,0.551724137931,339.0,90.0,10.8902246859,38,14.9147714499,
2,9125,0,22,30,0.616204740039,204.0,82.4053554535,10.540037469,49,15.0261445422,
5,9125,0,19,30,0.620689655172,222.0,90.0,10.5697796877,32,14.044129694,
9,9136,0,21,30,1.54639185852,258.5,-84.2894058228,10.113950296,41,13.2658356209,
1,9136,0,20,30,0.655172413793,275.0,90.0,10.5795688192,38,14.1070735686,
3,9136,0,22,30,0.627067707479,270.0,82.2348337173,9.80301422677,64,14.5059399528,
6,9136,1,22,30,0.612994392499,320.0,62.3540267944,11.0855893535,52,13.2622418815,
9,9139,0,18,30,0.586206896552,298.5,90.0,10.3630206803,45,13.1111559972,
1,9139,0,22,30,0.647355137392,306.0,72.8972702026,10.4337902083,46,13.4416509234,
3,9139,0,20,30,0.570570548912,260.0,84.8055710793,10.1729068662,40,14.7935253932,
9,9139,0,21,30,0.665589688256,297.5,84.5596675873,11.799772099,43,13.1307046734,
9,9179,1,20,30,0.588621519383,316.5,82.4053564072,10.1039644403,58,13.2430470014,
1,9179,0,19,30,0.596958112818,240.5,87.8789036274,9.73021791029,40,13.6717908839,
7,9179,0,23,30,1.54705878208,239.0,-54.4623222351,9.5929459013,47,13.5267914193,
9,9179,1,20,30,0.580573871122,289.0,82.4053564072,10.4433105449,48,12.9016892426,
9,9187,1,21,30,0.646067432371,282.0,86.8201699257,12.0838225622,46,13.0958117241,
1,9187,0,20,30,0.655172413793,334.0,90.0,11.0226221772,34,14.0426830264,
8,9187,1,22,30,0.724137931034,338.0,90.0,10.7743718483,46,14.7746596557,
7,9187,0,23,30,1.5827337606,241.5,-81.8698959351,9.74335731109,49,13.6180052506,
9,9212,1,19,30,0.620689655172,259.5,90.0,10.7982099141,48,13.490906847,
2,9212,0,23,30,0.701112910321,234.5,87.2736890316,9.91821237488,45,14.9327441352,
1,9212,0,23,30,0.758620689655,268.5,90.0,10.4770251179,31,15.4493692655,
2,9212,0,22,30,1.38095238095,249.0,90.0,10.3745025677,42,15.2005193322,
9,9225,0,22,30,0.724137931034,271.0,90.0,10.8123497615,50,14.0202750223,
2,9225,0,20,30,0.567567596635,256.5,84.8055710793,9.316923245,41,14.6197011618,
2,9225,0,22,30,0.623639249584,267.5,84.5596680641,9.06347021725,37,15.0078662272,
5,9225,0,16,30,0.51724137931,214.5,90.0,9.50799459836,40,13.8059328482,
9,9228,1,23,30,1.61032878182,280.0,-74.7448806763,10.0376782659,44,12.6920617311,
2,9228,0,23,30,0.70967747729,231.0,87.709389925,10.7495698439,47,16.0082530751,
2,9228,0,24,30,0.674193502111,264.5,84.2894062996,11.16382189,39,15.2215846972,
8,9228,2,20,30,0.655172413793,358.0,90.0,11.2411812641,41,14.1963875107,
9,9246,1,22,30,0.619433219247,360.0,79.3803453445,11.6219038902,44,13.8773462602,
2,9246,0,22,30,0.570839083015,267.0,80.1341934204,9.19588787174,47,14.1476830052,
4,9246,0,21,30,1.57499992803,216.5,-63.4349517822,8.77345388581,58,13.4266735576,
6,9246,1,19,30,0.507364995912,254.0,72.4744319916,10.6128283637,42,12.7830842431,
9,9272,1,24,30,1.56595721677,353.5,-72.3498840332,10.8299145258,39,14.0491417555,
2,9272,0,24,30,0.684365815075,292.5,84.8055706024,9.68774348229,49,15.1618972085,
7,9272,0,20,30,0.655172413793,251.5,90.0,10.2183269377,50,13.6888204563,
2,9272,0,24,30,0.688427307494,277.5,84.8055706024,10.1809502531,42,15.3645390559,
9,9306,1,24,30,1.5645514978,361.5,-72.3498840332,10.7665313276,49,13.5961234423,
3,9306,0,19,30,0.620689655172,236.0,90.0,9.76232451479,53,14.4649428569,
0,9306,1,20,30,0.655172413793,449.5,90.0,12.3772734412,36,12.9881513755,
6,9306,1,22,30,0.573149746077,342.5,60.642244339,11.8435445359,44,13.1980974758,
9,9310,1,22,30,0.730909046583,334.5,68.7494945526,10.729934051,35,12.8966615549,
3,9310,0,20,30,1.61622823266,223.5,-87.7093887329,10.0372180114,49,14.8614105374,
1,9310,0,10,30,0.310344827586,185.5,90.0,10.2898761205,28,12.4015363327,
0,9310,1,20,30,0.655172413793,433.0,90.0,11.9986379979,34,13.0065104047,
9,9334,0,20,30,0.711409450104,245.5,68.1985931396,10.0551076165,43,12.4458855569,
3,9334,0,19,30,0.620689655172,247.0,90.0,10.0345740265,56,13.3870280999,
3,9334,0,20,30,0.655172413793,226.0,90.0,10.2349651523,57,14.3661886746,
4,9334,0,22,30,1.49074088159,287.0,-61.9275131226,9.49229380182,73,13.0512697432,
9,9358,0,18,30,0.545051721104,277.0,85.0302591324,10.0778397289,44,12.7215187177,
3,9358,0,20,30,0.577348027214,246.5,85.2363581657,10.2682223995,48,14.6674745174,
5,9358,0,20,30,0.655172413793,244.0,90.0,10.7973338485,47,15.7488327744,
8,9358,2,20,30,1.7150259254,390.0,-84.8055725098,10.5924201378,43,14.6483250569,
9,9374,1,22,30,0.660516576474,352.0,83.6598081589,11.5476796145,49,13.5067108353,
3,9374,0,19,30,0.554330711855,235.5,84.5596680641,9.76028196928,46,14.2896989178,
7,9374,0,20,30,0.655172413793,248.5,90.0,9.96535545386,56,14.7639302314,
4,9374,0,21,30,1.48076915673,226.0,-59.036239624,9.07263670466,56,12.6963355664,
9,9402,0,20,30,0.655172413793,267.0,90.0,9.79770146037,46,13.5059330643,
4,9402,0,22,30,1.49999990307,285.5,-63.4349517822,9.87562873201,57,12.26395547,
0,9402,1,20,30,1.63911863997,398.0,-81.4692306519,11.8741164872,39,13.0308339787,
2,9402,0,24,30,0.682588645797,297.0,84.559668541,9.85364323547,36,15.6016429361,
9,9528,0,20,30,0.62635663115,263.5,87.3974380493,10.7833124715,43,13.7672432515,
5,9528,0,22,30,0.724137931034,269.0,90.0,9.98638251417,55,14.5785680287,
2,9528,0,22,30,0.724137931034,281.0,90.0,9.96427512854,44,14.0961500281,
8,9528,0,18,30,1.81481483667,300.0,-86.1859207153,9.91979810172,38,12.7641775839,
9,9534,0,21,30,0.589785802018,258.5,81.4692344666,11.4072579657,52,13.219649255,
5,9534,0,21,30,0.689655172414,272.0,90.0,9.71398073401,45,14.3113388688,
3,9534,0,20,30,0.655172413793,290.0,90.0,11.0227544916,43,14.2690847772,
4,9534,0,22,30,0.826210805575,245.5,53.9726295471,9.56887269692,55,12.6474483273,
9,9547,1,23,30,1.75395011898,277.5,-66.5014343262,10.3190798534,46,12.2285508905,
5,9547,0,23,30,1.58703070832,216.5,-82.4053573608,10.7448832603,76,13.8426160114,
4,9547,0,22,30,1.44571416335,299.5,-66.3706207275,9.38279001455,62,12.9887300713,
7,9547,0,18,30,0.586206896552,224.5,90.0,9.49812302072,51,14.4916040486,
9,9594,0,21,30,0.673728756683,306.0,82.8749833107,10.489006405,43,12.2569022136,
5,9594,0,18,30,1.80808064522,227.0,-85.2363510132,9.9291838985,49,13.6119741611,
9,9594,1,20,30,0.650190028919,249.5,83.6598081589,10.9614677329,39,12.3990183468,
4,9594,0,25,30,1.44637660925,283.5,-66.3706207275,9.85407163831,59,12.9990395752,
9,9600,1,22,30,1.61707975912,324.5,-78.1113433838,10.5245540055,42,13.2071897031,
6,9600,1,20,30,0.655172413793,255.0,90.0,10.6689725006,41,12.2040895618,
0,9600,1,21,30,0.689655172414,409.5,90.0,11.60611578,37,12.546023524,
0,9600,1,20,30,0.655172413793,434.0,90.0,12.6189358095,34,13.2347465222,
9,9611,1,21,30,0.689655172414,366.0,90.0,11.3801559525,39,13.4497178806,
6,9611,1,22,30,0.597183057493,277.0,70.0168952942,11.342785155,43,13.6400263977,
1,9611,0,16,30,0.474110028268,280.5,87.2736890316,10.6784102251,32,14.1703780394,
1,9611,0,22,30,0.666011835711,328.0,86.6335396767,10.9511816768,42,14.6948976541,
9,9626,0,21,30,0.689655172414,298.0,90.0,10.3559031483,53,12.1724900092,
6,9626,1,21,30,0.689655172414,322.0,90.0,10.9446092307,39,12.5967589623,
2,9626,0,23,30,0.758620689655,228.5,90.0,9.93502999552,47,15.5856846711,
6,9626,1,21,30,0.689655172414,325.0,90.0,11.4550568604,43,12.0783649058,
9,9668,0,20,30,0.583333348919,320.0,78.6900672913,10.1699245616,40,13.1004894675,
6,9668,1,21,30,0.561403491911,321.0,68.1985931396,11.2192149856,42,13.7042954195,
6,9668,1,22,30,0.549504900125,312.0,61.3895378113,11.2877919902,39,13.3886609264,
8,9668,2,20,30,0.562913893328,348.5,81.4692354202,10.9029783077,45,13.6381672902,
9,9707,0,22,30,0.724137931034,303.0,90.0,11.3311590098,50,13.4143382566,
7,9707,0,22,30,1.62450606368,281.0,-81.2538375854,10.0849687375,47,13.7905593147,
0,9707,1,21,30,0.689655172414,453.0,90.0,12.1165265097,32,12.9354019782,
7,9707,0,22,30,1.46938781441,301.0,-85.2363510132,9.97513064695,55,13.7231796769,
9,9709,0,19,30,0.620689655172,279.5,90.0,10.9094027646,42,12.8547502988,
7,9709,0,21,30,0.689655172414,211.0,90.0,9.53889035745,44,14.6167327181,
0,9709,1,21,30,0.640552896901,441.0,74.0546045303,12.1017592682,40,12.7900049031,
9,9709,1,23,30,1.75063609304,300.0,-65.7722549438,10.9017966683,48,13.2632483147,
9,9717,0,21,30,0.689655172414,234.5,90.0,10.2799876857,41,13.1040953979,
7,9717,0,20,30,0.655172413793,213.5,90.0,10.1671111173,50,13.3916667845,
1,9717,0,19,30,0.620689655172,228.5,90.0,9.83110243791,38,13.9010803664,
7,9717,0,20,30,0.655172413793,261.0,90.0,10.2484212869,42,13.351347125,
9,9726,1,20,30,0.655172413793,302.0,90.0,11.021989452,46,13.8012916346,
7,9726,0,19,30,0.620689655172,271.0,90.0,9.28569057865,49,12.7071795751,
2,9726,0,23,30,0.650205783713,256.0,82.8749833107,9.92343548448,61,14.5699114403,
6,9726,1,20,30,0.655172413793,292.0,90.0,10.7465230739,40,12.6429213878,
9,9740,1,20,30,0.655172413793,338.5,90.0,11.5897906284,42,13.3394930976,
7,9740,0,22,30,0.724137931034,283.5,90.0,10.9624159894,46,14.603323407,
4,9740,0,22,30,1.50980398463,276.5,-60.255115509,9.76821801906,64,13.1022899412,
0,9740,1,20,30,0.655172413793,435.0,90.0,12.4007442784,34,12.7988377744,
9,9746,1,21,30,0.65064100731,223.5,87.2736887932,10.4789649554,56,14.1983480718,
7,9746,0,19,30,1.92148766861,196.0,-82.4053573608,9.2530859009,51,13.376176134,
4,9746,0,24,30,1.4318182413,277.0,-63.4349517822,9.19962726363,49,12.8719384948,
6,9746,1,23,30,0.597133790376,356.5,69.775138855,11.6790930125,41,13.4065896436,
9,9812,1,19,30,0.620689655172,324.5,90.0,10.6927493718,40,12.4028101122,
8,9812,1,23,30,0.641393503442,410.0,72.6459751129,11.587580607,40,13.6253976532,
1,9812,0,23,30,0.640000063196,260.0,82.4053564072,9.2647896696,36,14.9335338103,
2,9812,0,23,30,0.460784292855,221.5,71.5650501251,9.95212051629,47,14.2532481694,
9,9816,1,19,30,0.620689655172,290.5,90.0,11.4574465639,34,12.2968970486,
8,9816,2,20,30,0.655172413793,404.0,90.0,11.2971379845,39,14.5497785861,
1,9816,0,18,30,0.586206896552,314.5,90.0,10.7445357695,38,13.6976193357,
6,9816,1,21,30,0.608333286367,325.0,75.9637556076,11.0300897878,48,13.1300967112,
9,9838,1,20,30,0.602094267141,340.0,83.9909944534,11.1538677232,51,13.4793926542,
8,9838,1,17,30,1.93127151666,320.5,-86.9872131348,9.38031968626,32,13.8269671316,
3,9838,0,18,30,0.543985639692,204.0,83.9909939766,9.43027144416,54,13.1492241237,
8,9838,0,19,30,1.72815537222,349.0,-86.8201675415,10.7660126025,39,13.970770511,
9,9867,0,20,30,0.642011919707,259.0,82.5685920715,11.0959222701,50,12.9711666086,
8,9867,0,17,30,0.551724137931,278.0,90.0,10.3442569812,43,14.0683170201,
6,9867,1,20,30,0.608775112654,306.5,60.642244339,10.8628815327,41,12.6005975565,
7,9867,0,20,30,0.655172413793,269.5,90.0,10.3907211435,45,14.3654687564,
9,9909,1,22,30,0.624999960975,320.0,81.8698978424,12.7257806063,50,13.8409659976,
9,9909,1,22,30,1.68639049376,301.0,-77.4711914062,10.5746327338,35,13.534369962,
0,9909,1,21,30,0.689655172414,462.0,90.0,12.9691707518,33,13.9983325232,
9,9909,1,19,30,1.8584071219,272.0,-81.8698959351,10.3008644201,38,12.3937606945,
9,9923,1,20,30,0.584415622964,321.0,78.6900672913,11.5021373393,45,13.1354920173,
9,9923,1,20,30,0.600000025349,329.5,83.9909944534,12.1462184103,41,13.0920546444,
2,9923,0,20,30,0.655172413793,207.5,90.0,9.83031832935,46,14.8881455733,
3,9923,0,20,30,1.62700230464,267.0,-87.6140594482,9.51642289541,56,14.4166090458,
9,9954,0,18,30,1.90821264587,233.5,-81.2538375854,9.73976680936,43,12.1652285555,
9,9954,1,22,30,1.4964028065,260.0,-81.8698959351,10.6697573825,41,12.990252195,
5,9954,0,20,30,1.60981910163,328.5,-87.27368927,10.3974348941,42,14.0942181266,
4,9954,0,22,30,1.38805974898,214.0,-56.3099365234,8.95183894461,59,12.0338790099,
9,9990,1,20,30,0.627228596328,247.5,87.27368927,10.9268020467,49,13.2277556984,
9,9990,1,20,30,0.655172413793,292.0,90.0,11.6029997432,46,12.6754294154,
9,9990,1,21,30,0.689655172414,317.0,90.0,10.6774612621,58,13.0593010583,
0,9990,1,20,30,0.655172413793,462.0,90.0,12.8879864827,34,13.4170412859,
5,5384,0,17,30,0.551724137931,213.0,90.0,9.28380620149,40,14.3212036695,
3,5384,0,20,30,0.604685213148,224.5,85.0302591324,9.99294646701,54,13.8428353514,
8,5384,2,22,30,0.661129505269,460.0,84.2894067764,12.4453560056,43,13.626910642,
4,5384,0,24,30,1.33783792072,287.5,-56.3099365234,9.36867456914,57,13.3643764929,
5,5398,0,20,30,1.66169141714,214.5,-84.8055725098,9.49574898883,47,14.2807396412,
3,5398,0,22,30,0.652173910256,246.5,84.2894067764,11.3117526389,48,14.54409633,
9,5398,1,20,30,1.75496670302,270.5,-69.4439544678,11.0053596722,46,12.4743121053,
8,5398,2,20,30,0.655172413793,308.0,90.0,9.76609597922,43,14.3995775941,
5,5408,1,20,30,0.655172413793,289.5,90.0,10.8577108185,53,14.077101631,
4,5408,0,23,30,1.47727284403,301.0,-63.4349517822,10.6531481355,43,13.3208505126,
0,5408,1,21,30,0.648044713525,452.0,85.2363581657,12.445912612,39,13.4311026792,
8,5408,2,20,30,1.64139931697,324.5,-86.9872131348,9.84497126432,44,14.5240096767,
5,5427,0,20,30,0.655172413793,230.0,90.0,10.1320521406,46,13.8259815309,
4,5427,0,22,30,1.2610839156,288.0,-53.7461585999,10.119752745,39,12.9908011626,
2,5427,0,20,30,0.606719364164,221.5,86.6335394382,10.1685744867,47,14.3292911746,
7,5427,0,18,30,1.84942077603,188.0,-86.4236679077,9.86841490509,53,13.4313134848,
5,5429,0,20,30,0.655172413793,221.5,90.0,9.48772534926,56,14.1761882663,
4,5429,0,24,30,1.78540781865,262.0,-61.389541626,9.78220691556,68,13.1540925793,
2,5429,0,22,30,0.724137931034,223.0,90.0,9.40094778989,47,15.2840946984,
9,5429,1,21,30,1.67883222514,292.5,-66.8014068604,10.5347229777,39,12.8816553043,
5,5445,0,15,30,0.48275862069,212.0,90.0,8.45371701782,38,13.8967578537,
4,5445,1,23,30,0.758620689655,329.5,90.0,11.2541345238,35,13.295577386,
4,5445,0,21,30,1.52040814605,200.0,-78.690071106,9.73384187462,62,12.9425022723,
5,5445,0,17,30,0.551724137931,225.5,90.0,9.08143908437,40,13.6097888335,
5,5455,0,22,30,1.57352953864,221.5,-81.8698959351,9.78607500873,56,13.301673844,
4,5455,1,22,30,0.865461752417,292.0,55.4914779663,10.7127314628,40,12.4827446787,
5,5455,0,20,30,1.60909090717,225.5,-80.5376739502,10.4114161262,56,13.8162809551,
5,5455,0,20,30,0.655172413793,265.0,90.0,9.83446773295,52,13.5324933778,
5,5460,0,18,30,0.586206896552,240.0,90.0,10.1607303352,47,13.3878310938,
4,5460,0,22,30,1.50847439883,250.5,-82.4053573608,9.99100772276,66,12.3315815018,
6,5460,1,22,30,0.56886227103,283.0,68.1985931396,11.1392287226,41,13.8273593903,
0,5460,1,20,30,0.655172413793,424.0,90.0,12.0164514057,38,12.7970230233,
5,5469,0,20,30,0.655172413793,193.5,90.0,10.7405334128,51,15.2527291305,
4,5469,0,23,30,1.31147532615,277.0,-59.036239624,9.68837637938,47,12.5134340015,
6,5469,1,20,30,0.568081995459,252.0,77.195734024,9.92816986584,51,13.5716026028,
9,5469,0,21,30,0.641288434512,239.5,87.5104470253,10.5922224183,53,14.5904945448,
5,5479,0,22,30,1.5830507327,242.5,-82.4053573608,9.78703829651,54,13.9295321498,
4,5479,0,22,30,1.36036040188,232.0,-59.036239624,9.59512499125,61,12.6596505221,
7,5479,0,20,30,0.633903136692,247.5,87.6140561104,9.54749727319,46,13.797069994,
9,5479,1,20,30,0.655172413793,354.5,90.0,10.8654793331,45,13.6268842185,
5,5493,0,21,30,0.689655172414,261.0,90.0,10.223454627,49,13.8096241,
4,5493,0,22,30,1.43137261011,219.0,-60.255115509,9.37864287948,58,12.7500682291,
9,5493,1,22,30,0.638888939188,348.5,81.8698978424,11.3299673699,45,13.2054191781,
3,5493,0,23,30,0.633279425654,273.5,81.4692344666,10.8911954031,56,14.4446928357,
5,5512,0,22,30,0.724137931034,256.5,90.0,10.6790136665,52,14.6530928199,
5,5512,0,19,30,0.620689655172,269.5,90.0,9.74927784794,59,13.7208603405,
1,5512,0,20,30,0.655172413793,345.5,90.0,10.9060597163,29,13.6457132355,
2,5512,0,22,30,0.628158903067,204.5,83.6598086357,10.4207834848,37,14.9052264255,
5,5516,0,18,30,1.82849594075,253.0,-85.0302581787,9.88199407728,40,13.7074669982,
5,5516,0,21,30,0.689655172414,266.5,90.0,9.65932342307,49,13.8575547208,
1,5516,0,15,30,0.48275862069,319.5,90.0,11.2408297025,31,13.7346057913,
6,5516,1,22,30,0.579710119845,282.0,63.4349498749,11.5757626841,45,13.5088953146,
5,5526,0,20,30,0.655172413793,236.0,90.0,10.1187844594,44,14.1298988467,
5,5526,0,20,30,0.655172413793,269.5,90.0,10.2226988542,63,13.8469761287,
2,5526,0,20,30,1.50418419754,219.5,-87.7093887329,9.36210962938,37,15.1528566012,
6,5526,1,21,30,0.638297791792,347.5,71.5650501251,11.3654796914,49,12.7349722491,
5,5539,0,20,30,1.56106869488,243.5,-85.9143829346,10.085025553,53,13.1867843429,
5,5539,0,18,30,0.586206896552,228.0,90.0,10.1253142665,57,13.7436840467,
3,5539,0,20,30,0.655172413793,209.0,90.0,10.5340323568,62,14.8714501269,
9,5539,0,21,30,0.689655172414,283.0,90.0,10.8283667459,44,12.476974987,
5,5545,0,18,30,0.586206896552,239.5,90.0,9.34448885914,45,14.3632306889,
5,5545,0,21,30,1.53333330709,199.5,-86.6335449219,9.70061536655,60,13.4546137525,
4,5545,0,21,30,1.74846632625,213.5,-66.0375137329,8.8417344325,62,13.0455610609,
5,5545,0,18,30,1.85094860881,230.0,-87.5104446411,9.26148738923,44,15.0069440522,
5,5551,0,20,30,1.76612924628,258.5,-81.8698959351,10.5777966474,46,14.215065574,
5,5551,0,18,30,1.86153848691,223.0,-85.2363510132,9.94777667583,44,14.5668487663,
5,5551,0,17,30,1.8125,244.5,90.0,9.78741891391,44,15.3040472551,
1,5551,0,21,30,1.45,246.0,90.0,9.51520128347,38,15.710568035,
5,5558,0,21,30,0.689655172414,247.0,90.0,9.57044644487,38,13.8370402772,
5,5558,0,21,30,0.689655172414,235.5,90.0,9.64959101031,51,14.0368443654,
5,5558,0,20,30,1.64130436047,260.0,-78.690071106,9.8271213347,44,13.2705539927,
8,5558,1,20,30,0.655172413793,347.0,90.0,10.3851912246,37,12.8240279626,
5,5578,0,25,30,1.76349618936,286.5,-70.7099533081,10.7139876067,55,13.6365806562,
5,5578,0,22,30,0.724137931034,280.5,90.0,10.5443040264,44,15.0950474586,
7,5578,0,19,30,0.644578321021,220.0,73.610458374,9.34102020516,55,13.042927033,
8,5578,1,20,30,0.655172413793,312.0,90.0,9.55473671875,41,13.0036928343,
5,5601,0,20,30,1.72011650924,241.0,-81.0273742676,9.59188425631,56,13.7995992863,
6,5601,0,21,30,0.541832659315,233.5,60.2551174164,10.9861918393,41,14.0301386503,
0,5601,1,21,30,0.657142903017,408.5,81.8698978424,11.4442902358,33,12.2513635904,
1,5601,0,15,30,0.48275862069,262.5,90.0,10.4314237119,42,13.2964055821,
5,5643,0,21,30,1.77925532174,243.0,-79.2156982422,9.67175805906,56,13.9556414096,
6,5643,0,21,30,0.549815577151,245.5,69.4439544678,10.3172105621,46,13.6717596686,
4,5643,0,22,30,0.886792496308,272.5,51.3401947021,9.51647842061,53,12.5608153676,
3,5643,0,18,30,0.544910201769,230.0,86.6335391998,9.86203374215,47,13.8132477813,
5,5653,0,20,30,0.655172413793,199.0,90.0,9.23979378396,55,13.4407842178,
6,5653,1,20,30,0.655172413793,292.0,90.0,10.8249921457,46,13.0866602338,
5,5653,0,23,30,1.74576274825,262.5,-71.5650482178,9.73843668817,46,13.8782960254,
3,5653,0,20,30,0.655172413793,270.5,90.0,10.7492297483,58,14.5902730735,
5,5676,0,19,30,0.620689655172,206.0,90.0,10.2193244542,45,13.0880912247,
6,5676,1,19,30,0.55595669268,309.5,77.4711914062,10.3058944364,43,12.8633556848,
7,5676,0,20,30,1.65292086651,274.5,-86.4236679077,9.85952166099,45,13.5615869221,
6,5676,1,22,30,0.575342525584,320.5,70.7099571228,10.7249032126,48,12.9193629695,
5,5689,0,21,30,0.689655172414,254.5,90.0,10.0168940321,54,14.7032709159,
6,5689,0,20,30,0.591152816106,224.5,78.231710434,10.3596164382,38,13.6364098335,
8,5689,1,19,30,1.66172116954,344.5,-86.9872131348,10.401594753,45,13.5246563449,
9,5689,1,20,30,0.606694569284,352.0,82.8749833107,11.3943285944,44,13.8441083252,
5,5691,0,20,30,0.655172413793,266.0,90.0,10.0774354551,54,14.3219464489,
6,5691,1,22,30,0.630225036531,340.5,60.945400238,11.5038819009,43,12.9723664692,
9,5691,0,21,30,0.642972621617,305.5,84.5596680641,11.5142892021,41,13.5897525647,
1,5691,0,23,30,0.537842198128,269.0,69.7751407623,9.34588752815,49,13.9621200035,
5,5696,0,18,30,0.586206896552,220.5,90.0,10.2890450692,59,14.5629203515,
6,5696,1,22,30,0.550868476935,293.0,61.3895378113,11.3778171569,39,13.7409125541,
9,5696,1,21,30,0.689655172414,340.5,90.0,11.3322788016,46,13.2743900082,
6,5696,1,22,30,0.580514291086,301.5,64.5366535187,10.8452283249,38,13.7160025654,
5,5712,0,18,30,2.02631573433,230.0,-75.256439209,10.1359927534,43,13.5450772955,
7,5712,0,20,30,0.655172413793,223.5,90.0,10.0375811178,56,13.6575568933,
1,5712,0,20,30,0.60922334655,223.5,85.9143834114,10.0772340418,31,14.4215024462,
2,5712,0,21,30,0.638796021014,229.5,87.1375949383,9.91325470655,40,14.6087909875,
5,5715,0,20,30,0.655172413793,284.5,90.0,9.75173224491,45,13.9095432559,
7,5715,0,21,30,0.66043611131,247.5,84.8055710793,9.71055625404,60,12.9286423243,
1,5715,0,20,30,1.5785123865,259.0,-85.6012878418,10.6013723719,38,13.4697551652,
5,5715,0,21,30,0.689655172414,271.5,90.0,10.0818753695,40,13.3852209795,
5,5730,0,23,30,0.628951844299,282.5,75.2564373016,10.7973108124,49,14.5398163199,
7,5730,0,20,30,0.636594636237,278.0,87.8789036274,9.99295963522,46,14.090860539,
3,5730,0,20,30,0.655172413793,233.5,90.0,9.78366200525,60,14.35834681,
0,5730,1,20,30,0.655172413793,442.5,90.0,12.3849932552,32,12.8883333071,
5,5739,0,20,30,1.61576340468,211.0,-84.8055725098,10.1647120753,61,13.8746599791,
7,5739,0,20,30,0.665551854611,277.5,73.3007564545,10.1090396351,42,12.9299672751,
3,5739,0,20,30,0.519519560481,205.5,79.6951532364,10.5197045058,45,14.7943696777,
9,5739,0,18,30,0.554806069197,268.5,87.1375946999,10.5392447411,41,13.1887671284,
5,5740,0,20,30,1.85158154838,176.0,-78.2317123413,9.63200915317,41,12.7749401492,
7,5740,0,22,30,0.716923062993,265.0,79.6951532364,10.0886086096,50,13.6420609001,
4,5740,0,23,30,1.44987125984,282.5,-68.74949646,9.42082941422,55,13.6443756823,
0,5740,1,20,30,0.655172413793,434.0,90.0,11.7693803591,30,12.487182989,
5,5746,0,22,30,0.597883641944,242.0,75.2564373016,9.63401277206,52,13.7582065935,
7,5746,0,20,30,1.67729091569,237.0,-85.9143829346,9.76280771491,52,13.3289457834,
4,5746,0,20,30,0.655172413793,221.5,90.0,10.0143448768,60,13.1080550741,
6,5746,0,21,30,0.556591214889,256.0,73.0724868774,10.7182490239,45,13.3693713376,
5,5748,0,20,30,1.7415730067,254.0,-78.690071106,9.63683519686,40,13.4732738728,
7,5748,0,20,30,0.638888903477,202.0,87.7974019051,9.63854568185,47,13.280620137,
4,5748,0,23,30,1.41860479417,298.0,-63.4349517822,9.73544333623,53,12.5991969855,
8,5748,2,18,30,0.586206896552,370.0,90.0,10.9143049256,40,13.837352126,
5,5779,0,21,30,0.611374391527,239.0,81.8698968887,10.8688456966,45,13.9499958799,
7,5779,0,19,30,0.594827566779,230.0,82.8749833107,9.52031609095,65,13.1714162755,
7,5779,0,20,30,0.655172413793,290.5,90.0,11.077753831,39,14.4005885275,
9,5779,1,22,30,0.626916517355,286.5,81.0273733139,11.9284861809,46,13.535174093,
5,5789,0,20,30,0.655172413793,226.5,90.0,10.5035459021,47,14.0679001443,
7,5789,0,23,30,1.78709676809,225.5,-69.4439544678,10.4834063025,48,14.351432892,
8,5789,2,20,30,1.56302518531,342.5,-86.9872131348,10.2397262857,40,13.4089187138,
9,5789,1,20,30,0.655172413793,353.0,90.0,11.4292114606,42,14.4603396558,
5,5805,0,20,30,0.655172413793,269.5,90.0,10.7809458379,52,14.38224524,
8,5805,1,18,30,0.586206896552,348.0,90.0,9.91211262844,40,14.4550139618,
0,5805,1,18,30,0.586206896552,367.5,90.0,11.3912851688,36,12.4807377286,
