label,filename,weight0_0,weight1_0,weight2_0,weight3_0,weight0_1,weight1_1,weight2_1,weight3_1,weight0_2,weight1_2,weight2_2,weight3_2,weight0_3,weight1_3,weight2_3,weight3_3,
5,8503,11.0,18.0,0.0,0.0,58.0,47.0,31.0,58.0,55.0,0.0,41.0,42.0,11.0,0.0,0.0,0.0,
0,8503,0.0,16.0,0.0,0.0,52.0,34.0,38.0,47.0,50.0,20.0,13.0,56.0,0.0,14.0,15.0,0.0,
3,8503,6.0,9.0,0.0,0.0,43.0,45.0,18.0,44.0,52.0,53.0,24.0,45.0,0.0,0.0,16.0,0.0,
8,8512,0.0,10.0,0.0,0.0,42.0,22.0,50.0,35.0,39.0,30.0,33.0,39.0,0.0,0.0,0.0,10.0,
5,8512,0.0,0.0,0.0,0.0,50.0,41.0,9.0,32.0,62.0,23.0,57.0,25.0,39.0,0.0,0.0,0.0,
1,8512,0.0,0.0,0.0,0.0,21.0,36.0,8.0,6.0,62.0,61.0,57.0,54.0,0.0,0.0,0.0,6.0,
2,8512,0.0,0.0,0.0,0.0,55.0,20.0,35.0,54.0,27.0,24.0,6.0,40.0,0.0,0.0,0.0,0.0,
8,8521,0.0,0.0,0.0,0.0,51.0,60.0,46.0,50.0,44.0,53.0,44.0,39.0,0.0,0.0,11.0,0.0,
5,8521,0.0,0.0,0.0,0.0,56.0,56.0,16.0,46.0,48.0,12.0,49.0,30.0,18.0,0.0,0.0,0.0,
2,8521,8.0,11.0,0.0,0.0,62.0,36.0,31.0,48.0,10.0,30.0,26.0,56.0,0.0,0.0,0.0,18.0,
1,8521,0.0,7.0,0.0,0.0,0.0,42.0,0.0,0.0,61.0,64.0,64.0,64.0,0.0,0.0,0.0,12.0,
8,8530,0.0,0.0,0.0,0.0,55.0,58.0,51.0,44.0,53.0,55.0,44.0,48.0,0.0,6.0,0.0,0.0,
5,8530,9.0,12.0,6.0,0.0,52.0,45.0,27.0,42.0,44.0,8.0,47.0,39.0,0.0,0.0,0.0,0.0,
3,8530,10.0,0.0,0.0,0.0,55.0,16.0,12.0,42.0,27.0,33.0,41.0,46.0,0.0,0.0,0.0,16.0,
0,8530,0.0,14.0,0.0,0.0,33.0,36.0,40.0,27.0,41.0,28.0,16.0,56.0,0.0,6.0,16.0,0.0,
8,8532,0.0,0.0,0.0,0.0,54.0,40.0,54.0,52.0,52.0,53.0,49.0,55.0,0.0,0.0,0.0,8.0,
5,8532,0.0,0.0,0.0,0.0,54.0,58.0,15.0,58.0,55.0,16.0,48.0,42.0,0.0,0.0,0.0,0.0,
3,8532,14.0,0.0,0.0,0.0,48.0,10.0,0.0,46.0,36.0,42.0,36.0,47.0,0.0,0.0,13.0,6.0,
2,8532,0.0,0.0,0.0,0.0,53.0,30.0,0.0,41.0,33.0,35.0,40.0,60.0,0.0,0.0,0.0,41.0,
8,8542,6.0,11.0,6.0,0.0,42.0,53.0,37.0,52.0,44.0,50.0,22.0,30.0,10.0,0.0,13.0,0.0,
5,8542,0.0,18.0,0.0,0.0,49.0,60.0,0.0,43.0,49.0,17.0,32.0,17.0,17.0,0.0,0.0,0.0,
4,8542,0.0,9.0,28.0,0.0,32.0,47.0,52.0,23.0,24.0,25.0,55.0,40.0,0.0,25.0,0.0,0.0,
2,8542,17.0,0.0,0.0,19.0,61.0,38.0,50.0,64.0,0.0,16.0,0.0,50.0,0.0,0.0,0.0,12.0,
8,8543,0.0,22.0,0.0,0.0,40.0,29.0,39.0,28.0,34.0,32.0,25.0,44.0,0.0,0.0,0.0,0.0,
5,8543,0.0,11.0,0.0,0.0,53.0,58.0,0.0,42.0,44.0,48.0,12.0,48.0,0.0,6.0,16.0,0.0,
4,8543,0.0,0.0,18.0,0.0,23.0,50.0,55.0,15.0,28.0,17.0,60.0,36.0,0.0,22.0,10.0,0.0,
3,8543,0.0,0.0,0.0,0.0,37.0,11.0,0.0,41.0,49.0,59.0,31.0,47.0,0.0,0.0,23.0,28.0,
8,8571,0.0,0.0,0.0,0.0,46.0,51.0,48.0,51.0,42.0,51.0,41.0,50.0,0.0,0.0,10.0,6.0,
5,8571,19.0,12.0,0.0,9.0,60.0,40.0,41.0,53.0,50.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,
7,8571,0.0,0.0,11.0,0.0,50.0,20.0,48.0,41.0,56.0,49.0,43.0,0.0,0.0,0.0,10.0,0.0,
1,8571,0.0,16.0,0.0,0.0,41.0,61.0,34.0,36.0,29.0,32.0,27.0,31.0,0.0,0.0,0.0,0.0,
8,8614,0.0,7.0,0.0,0.0,28.0,50.0,40.0,32.0,31.0,54.0,27.0,30.0,0.0,0.0,9.0,0.0,
6,8614,0.0,0.0,0.0,0.0,25.0,49.0,49.0,32.0,37.0,9.0,29.0,43.0,0.0,0.0,9.0,34.0,
1,8614,0.0,0.0,8.0,0.0,24.0,52.0,40.0,25.0,43.0,48.0,55.0,57.0,0.0,0.0,0.0,0.0,
4,8614,0.0,0.0,18.0,0.0,12.0,35.0,59.0,0.0,22.0,25.0,62.0,29.0,0.0,11.0,8.0,0.0,
8,8673,0.0,13.0,0.0,0.0,38.0,48.0,61.0,38.0,58.0,34.0,23.0,63.0,0.0,0.0,0.0,0.0,
6,8673,0.0,6.0,8.0,0.0,36.0,50.0,56.0,41.0,48.0,0.0,9.0,43.0,0.0,0.0,0.0,0.0,
7,8673,0.0,0.0,0.0,0.0,33.0,0.0,22.0,33.0,57.0,35.0,42.0,7.0,41.0,19.0,0.0,0.0,
3,8673,0.0,0.0,0.0,0.0,49.0,0.0,0.0,30.0,56.0,46.0,44.0,42.0,30.0,12.0,16.0,0.0,
8,8681,6.0,0.0,0.0,0.0,54.0,34.0,42.0,53.0,53.0,30.0,48.0,48.0,9.0,12.0,0.0,0.0,
6,8681,0.0,0.0,0.0,0.0,38.0,45.0,59.0,33.0,36.0,0.0,37.0,45.0,0.0,0.0,18.0,28.0,
8,8681,0.0,0.0,0.0,0.0,52.0,37.0,41.0,47.0,7.0,31.0,45.0,47.0,0.0,6.0,0.0,0.0,
1,8681,0.0,12.0,0.0,0.0,29.0,58.0,0.0,13.0,60.0,64.0,64.0,64.0,0.0,12.0,15.0,0.0,
8,8763,0.0,0.0,0.0,0.0,38.0,42.0,42.0,40.0,51.0,33.0,34.0,44.0,0.0,0.0,0.0,0.0,
7,8763,0.0,0.0,0.0,0.0,46.0,32.0,31.0,40.0,61.0,53.0,29.0,0.0,23.0,14.0,0.0,0.0,
6,8763,0.0,6.0,13.0,0.0,35.0,50.0,57.0,42.0,11.0,7.0,49.0,53.0,0.0,0.0,0.0,0.0,
3,8763,8.0,0.0,0.0,0.0,55.0,13.0,6.0,38.0,32.0,43.0,30.0,45.0,0.0,0.0,21.0,24.0,
8,8781,7.0,7.0,0.0,0.0,37.0,33.0,43.0,42.0,53.0,39.0,36.0,44.0,6.0,0.0,0.0,15.0,
7,8781,0.0,0.0,8.0,0.0,38.0,20.0,44.0,38.0,45.0,43.0,22.0,0.0,20.0,0.0,0.0,0.0,
8,8781,0.0,14.0,11.0,0.0,38.0,39.0,41.0,35.0,47.0,37.0,30.0,45.0,0.0,0.0,0.0,0.0,
1,8781,0.0,8.0,7.0,0.0,35.0,61.0,41.0,25.0,34.0,24.0,34.0,49.0,0.0,0.0,0.0,0.0,
8,8789,7.0,9.0,0.0,0.0,47.0,55.0,52.0,37.0,53.0,49.0,41.0,55.0,0.0,0.0,0.0,10.0,
7,8789,0.0,0.0,11.0,0.0,32.0,0.0,45.0,22.0,58.0,35.0,44.0,11.0,8.0,0.0,8.0,0.0,
8,8789,0.0,0.0,0.0,0.0,33.0,35.0,44.0,32.0,47.0,48.0,39.0,32.0,0.0,0.0,0.0,10.0,
9,8789,0.0,0.0,0.0,0.0,47.0,28.0,0.0,23.0,35.0,59.0,10.0,38.0,0.0,12.0,30.0,29.0,
8,8818,6.0,11.0,0.0,0.0,38.0,45.0,42.0,43.0,38.0,50.0,25.0,48.0,0.0,0.0,15.0,12.0,
8,8818,0.0,10.0,0.0,0.0,41.0,39.0,50.0,39.0,45.0,41.0,37.0,40.0,0.0,0.0,0.0,0.0,
1,8818,0.0,0.0,0.0,0.0,38.0,60.0,63.0,39.0,38.0,21.0,6.0,37.0,0.0,0.0,0.0,0.0,
8,8818,7.0,7.0,0.0,0.0,45.0,56.0,30.0,44.0,31.0,42.0,38.0,41.0,0.0,0.0,0.0,10.0,
8,8822,0.0,0.0,0.0,0.0,38.0,57.0,52.0,39.0,39.0,28.0,36.0,55.0,0.0,0.0,0.0,0.0,
8,8822,8.0,17.0,0.0,0.0,54.0,36.0,47.0,49.0,11.0,39.0,46.0,45.0,0.0,0.0,0.0,0.0,
2,8822,0.0,0.0,0.0,0.0,55.0,13.0,0.0,52.0,33.0,31.0,46.0,60.0,0.0,0.0,0.0,24.0,
2,8822,0.0,0.0,0.0,0.0,58.0,8.0,27.0,50.0,37.0,40.0,28.0,61.0,0.0,0.0,0.0,6.0,
8,8848,0.0,7.0,0.0,0.0,56.0,60.0,43.0,40.0,62.0,47.0,39.0,48.0,7.0,0.0,0.0,10.0,
8,8848,9.0,0.0,0.0,0.0,39.0,48.0,39.0,33.0,43.0,25.0,22.0,36.0,0.0,0.0,0.0,0.0,
4,8848,0.0,0.0,21.0,0.0,33.0,43.0,54.0,21.0,22.0,23.0,55.0,28.0,0.0,22.0,0.0,0.0,
8,8848,0.0,0.0,0.0,0.0,47.0,45.0,50.0,42.0,55.0,42.0,36.0,50.0,0.0,0.0,0.0,0.0,
8,8885,0.0,7.0,0.0,0.0,37.0,28.0,46.0,45.0,38.0,31.0,24.0,34.0,0.0,9.0,0.0,0.0,
8,8885,12.0,12.0,0.0,0.0,48.0,52.0,64.0,64.0,35.0,53.0,0.0,25.0,8.0,0.0,0.0,0.0,
8,8885,0.0,19.0,0.0,0.0,46.0,40.0,41.0,36.0,47.0,31.0,36.0,45.0,0.0,0.0,0.0,14.0,
5,8885,0.0,8.0,0.0,0.0,46.0,50.0,10.0,31.0,55.0,0.0,45.0,24.0,8.0,0.0,0.0,0.0,
8,8887,0.0,0.0,0.0,9.0,44.0,54.0,42.0,50.0,23.0,16.0,13.0,14.0,6.0,0.0,0.0,0.0,
8,8887,0.0,0.0,7.0,10.0,40.0,41.0,40.0,52.0,55.0,8.0,12.0,7.0,6.0,0.0,0.0,0.0,
8,8887,0.0,0.0,0.0,0.0,47.0,46.0,47.0,44.0,31.0,38.0,46.0,45.0,0.0,6.0,0.0,0.0,
7,8887,0.0,0.0,0.0,0.0,47.0,7.0,59.0,49.0,57.0,52.0,46.0,0.0,0.0,0.0,7.0,0.0,
8,8893,0.0,0.0,6.0,9.0,47.0,44.0,40.0,41.0,46.0,51.0,48.0,49.0,0.0,0.0,6.0,0.0,
8,8893,0.0,0.0,0.0,0.0,37.0,50.0,39.0,44.0,53.0,49.0,44.0,46.0,10.0,12.0,6.0,0.0,
9,8893,0.0,10.0,0.0,0.0,21.0,62.0,0.0,0.0,58.0,57.0,34.0,33.0,8.0,9.0,0.0,0.0,
3,8893,6.0,0.0,0.0,0.0,54.0,29.0,11.0,54.0,25.0,34.0,48.0,39.0,0.0,0.0,6.0,0.0,
8,8901,0.0,0.0,8.0,0.0,28.0,27.0,48.0,38.0,14.0,39.0,34.0,38.0,0.0,8.0,0.0,0.0,
9,8901,9.0,19.0,0.0,0.0,53.0,36.0,15.0,49.0,50.0,56.0,32.0,46.0,0.0,11.0,18.0,0.0,
0,8901,0.0,8.0,12.0,0.0,56.0,55.0,25.0,55.0,26.0,54.0,25.0,56.0,0.0,13.0,16.0,0.0,
1,8901,0.0,0.0,0.0,0.0,53.0,56.0,61.0,58.0,33.0,39.0,34.0,52.0,0.0,0.0,0.0,0.0,
8,8907,0.0,8.0,0.0,0.0,49.0,52.0,52.0,47.0,49.0,45.0,49.0,50.0,8.0,11.0,0.0,0.0,
9,8907,7.0,14.0,0.0,0.0,45.0,35.0,6.0,31.0,37.0,57.0,31.0,38.0,0.0,0.0,11.0,0.0,
0,8907,0.0,8.0,7.0,0.0,51.0,46.0,20.0,36.0,36.0,23.0,19.0,41.0,0.0,10.0,14.0,0.0,
7,8907,0.0,0.0,0.0,0.0,39.0,23.0,32.0,36.0,56.0,43.0,43.0,0.0,0.0,0.0,0.0,0.0,
8,8927,0.0,0.0,0.0,0.0,58.0,56.0,48.0,59.0,30.0,22.0,0.0,6.0,0.0,0.0,0.0,0.0,
9,8927,0.0,15.0,0.0,0.0,46.0,33.0,13.0,40.0,47.0,42.0,30.0,43.0,0.0,16.0,16.0,0.0,
2,8927,0.0,0.0,0.0,0.0,51.0,31.0,0.0,52.0,23.0,30.0,31.0,51.0,0.0,0.0,0.0,14.0,
7,8927,0.0,0.0,11.0,0.0,44.0,15.0,55.0,42.0,56.0,47.0,36.0,0.0,22.0,6.0,9.0,0.0,
8,8960,0.0,0.0,0.0,0.0,36.0,49.0,45.0,35.0,27.0,39.0,42.0,37.0,0.0,0.0,8.0,0.0,
9,8960,0.0,16.0,0.0,0.0,37.0,29.0,20.0,17.0,37.0,44.0,31.0,30.0,0.0,8.0,11.0,23.0,
6,8960,0.0,0.0,0.0,0.0,38.0,48.0,49.0,36.0,17.0,0.0,25.0,45.0,0.0,0.0,18.0,21.0,
0,8960,0.0,15.0,16.0,0.0,40.0,19.0,15.0,51.0,44.0,24.0,34.0,36.0,0.0,15.0,8.0,0.0,
8,8997,0.0,8.0,0.0,0.0,46.0,56.0,61.0,54.0,58.0,60.0,27.0,34.0,0.0,0.0,0.0,0.0,
9,8997,6.0,7.0,0.0,0.0,45.0,44.0,0.0,36.0,28.0,56.0,33.0,28.0,0.0,8.0,11.0,0.0,
9,8997,0.0,10.0,0.0,0.0,46.0,48.0,0.0,28.0,44.0,51.0,30.0,20.0,0.0,16.0,10.0,0.0,
7,8997,0.0,0.0,0.0,0.0,46.0,6.0,54.0,46.0,56.0,46.0,46.0,0.0,20.0,15.0,10.0,0.0,
9,9002,0.0,16.0,0.0,0.0,49.0,34.0,38.0,35.0,53.0,48.0,43.0,17.0,8.0,8.0,0.0,0.0,
0,9002,0.0,0.0,8.0,0.0,54.0,32.0,24.0,43.0,49.0,16.0,28.0,39.0,0.0,10.0,6.0,0.0,
0,9002,0.0,15.0,0.0,0.0,39.0,48.0,25.0,32.0,39.0,13.0,15.0,46.0,0.0,6.0,17.0,0.0,
2,9002,12.0,0.0,0.0,6.0,58.0,6.0,41.0,58.0,38.0,46.0,11.0,33.0,0.0,0.0,0.0,9.0,
9,9077,0.0,0.0,0.0,0.0,43.0,38.0,0.0,41.0,52.0,50.0,16.0,41.0,0.0,14.0,17.0,10.0,
0,9077,0.0,15.0,21.0,0.0,50.0,36.0,22.0,48.0,48.0,19.0,11.0,46.0,0.0,19.0,25.0,12.0,
7,9077,0.0,0.0,0.0,0.0,41.0,18.0,29.0,48.0,51.0,52.0,22.0,0.0,0.0,0.0,0.0,0.0,
7,9077,0.0,0.0,6.0,0.0,45.0,18.0,51.0,48.0,62.0,46.0,42.0,0.0,0.0,0.0,8.0,0.0,
9,9079,0.0,7.0,0.0,0.0,53.0,48.0,8.0,54.0,31.0,61.0,37.0,45.0,0.0,0.0,11.0,0.0,
0,9079,7.0,20.0,16.0,0.0,55.0,43.0,27.0,52.0,45.0,13.0,20.0,45.0,0.0,21.0,20.0,0.0,
7,9079,0.0,0.0,0.0,0.0,40.0,6.0,55.0,51.0,61.0,45.0,40.0,0.0,20.0,6.0,0.0,0.0,
9,9079,0.0,14.0,0.0,0.0,50.0,55.0,13.0,37.0,26.0,60.0,46.0,31.0,0.0,8.0,14.0,0.0,
9,9082,0.0,0.0,0.0,0.0,50.0,43.0,0.0,34.0,54.0,58.0,44.0,10.0,0.0,21.0,0.0,0.0,
0,9082,0.0,0.0,0.0,0.0,42.0,37.0,32.0,41.0,22.0,28.0,33.0,43.0,0.0,0.0,13.0,0.0,
8,9082,0.0,0.0,0.0,0.0,36.0,34.0,43.0,33.0,38.0,38.0,27.0,44.0,0.0,0.0,0.0,0.0,
2,9082,0.0,0.0,0.0,0.0,52.0,28.0,40.0,50.0,30.0,26.0,0.0,56.0,0.0,0.0,0.0,0.0,
9,9087,0.0,8.0,0.0,0.0,40.0,44.0,0.0,36.0,56.0,62.0,35.0,7.0,6.0,10.0,0.0,0.0,
0,9087,0.0,9.0,13.0,0.0,40.0,37.0,28.0,47.0,43.0,23.0,17.0,45.0,0.0,10.0,16.0,0.0,
8,9087,0.0,19.0,0.0,0.0,52.0,61.0,54.0,41.0,42.0,43.0,29.0,38.0,0.0,0.0,0.0,0.0,
7,9087,0.0,0.0,0.0,0.0,45.0,19.0,43.0,37.0,48.0,54.0,25.0,0.0,0.0,9.0,9.0,0.0,
9,9111,7.0,0.0,0.0,0.0,59.0,27.0,0.0,26.0,51.0,47.0,27.0,45.0,0.0,0.0,21.0,11.0,
1,9111,0.0,0.0,0.0,0.0,29.0,54.0,46.0,27.0,33.0,52.0,59.0,64.0,0.0,0.0,0.0,12.0,
1,9111,0.0,0.0,0.0,0.0,14.0,52.0,28.0,11.0,54.0,64.0,64.0,53.0,0.0,0.0,0.0,0.0,
1,9111,0.0,0.0,13.0,0.0,25.0,52.0,55.0,16.0,60.0,59.0,57.0,64.0,0.0,0.0,0.0,16.0,
9,9119,0.0,18.0,0.0,0.0,55.0,30.0,36.0,34.0,43.0,62.0,52.0,52.0,0.0,0.0,0.0,11.0,
1,9119,0.0,0.0,7.0,0.0,0.0,38.0,47.0,0.0,62.0,58.0,62.0,54.0,0.0,0.0,0.0,13.0,
1,9119,0.0,0.0,0.0,0.0,48.0,48.0,60.0,48.0,47.0,43.0,40.0,59.0,0.0,0.0,0.0,0.0,
9,9119,0.0,11.0,0.0,0.0,39.0,24.0,35.0,29.0,44.0,48.0,33.0,9.0,6.0,0.0,0.0,0.0,
9,9122,0.0,0.0,0.0,0.0,40.0,23.0,0.0,22.0,45.0,54.0,30.0,52.0,0.0,14.0,21.0,0.0,
1,9122,0.0,0.0,0.0,0.0,32.0,31.0,40.0,44.0,43.0,59.0,43.0,42.0,0.0,0.0,0.0,0.0,
2,9122,0.0,9.0,0.0,0.0,60.0,14.0,28.0,56.0,25.0,37.0,18.0,57.0,0.0,0.0,0.0,12.0,
2,9122,19.0,0.0,0.0,10.0,49.0,19.0,49.0,64.0,17.0,24.0,6.0,64.0,0.0,0.0,0.0,11.0,
9,9125,0.0,15.0,0.0,0.0,43.0,41.0,24.0,22.0,43.0,47.0,50.0,55.0,0.0,0.0,0.0,9.0,
1,9125,0.0,0.0,0.0,0.0,52.0,53.0,50.0,55.0,54.0,50.0,40.0,50.0,0.0,0.0,0.0,0.0,
2,9125,10.0,22.0,0.0,0.0,57.0,32.0,30.0,59.0,0.0,7.0,0.0,45.0,0.0,0.0,0.0,15.0,
5,9125,7.0,15.0,0.0,0.0,57.0,59.0,25.0,32.0,40.0,7.0,23.0,26.0,0.0,0.0,0.0,0.0,
9,9136,0.0,10.0,0.0,0.0,31.0,49.0,0.0,0.0,58.0,52.0,35.0,40.0,14.0,0.0,7.0,0.0,
1,9136,0.0,0.0,10.0,0.0,12.0,32.0,47.0,7.0,62.0,58.0,48.0,53.0,0.0,0.0,0.0,0.0,
3,9136,9.0,0.0,0.0,0.0,49.0,8.0,42.0,41.0,44.0,42.0,45.0,51.0,0.0,0.0,6.0,13.0,
6,9136,0.0,9.0,0.0,0.0,44.0,52.0,38.0,36.0,0.0,11.0,20.0,39.0,0.0,0.0,13.0,12.0,
9,9139,0.0,0.0,0.0,0.0,57.0,57.0,16.0,47.0,39.0,56.0,53.0,22.0,0.0,0.0,0.0,0.0,
1,9139,0.0,7.0,0.0,0.0,24.0,56.0,0.0,19.0,49.0,61.0,50.0,56.0,0.0,0.0,22.0,11.0,
3,9139,6.0,0.0,0.0,0.0,51.0,43.0,19.0,41.0,38.0,16.0,33.0,58.0,0.0,0.0,0.0,11.0,
9,9139,13.0,6.0,0.0,0.0,58.0,32.0,0.0,48.0,47.0,56.0,57.0,27.0,0.0,9.0,0.0,0.0,
9,9179,0.0,0.0,0.0,0.0,46.0,54.0,15.0,36.0,30.0,43.0,41.0,52.0,0.0,0.0,21.0,13.0,
1,9179,0.0,18.0,0.0,0.0,18.0,62.0,17.0,12.0,44.0,37.0,40.0,47.0,0.0,0.0,0.0,0.0,
7,9179,0.0,0.0,14.0,0.0,27.0,8.0,44.0,33.0,56.0,45.0,40.0,11.0,14.0,11.0,0.0,0.0,
9,9179,0.0,0.0,0.0,0.0,46.0,53.0,6.0,25.0,32.0,50.0,24.0,49.0,0.0,0.0,23.0,18.0,
9,9187,0.0,0.0,0.0,0.0,49.0,38.0,10.0,24.0,27.0,49.0,20.0,39.0,0.0,6.0,24.0,21.0,
1,9187,0.0,0.0,0.0,0.0,29.0,34.0,62.0,26.0,61.0,60.0,56.0,60.0,0.0,0.0,0.0,6.0,
8,9187,0.0,0.0,0.0,0.0,33.0,12.0,38.0,40.0,54.0,47.0,37.0,41.0,0.0,0.0,6.0,33.0,
7,9187,0.0,0.0,0.0,0.0,21.0,7.0,42.0,30.0,52.0,40.0,44.0,15.0,49.0,12.0,0.0,0.0,
9,9212,0.0,0.0,0.0,0.0,45.0,35.0,0.0,33.0,34.0,52.0,19.0,44.0,0.0,6.0,18.0,22.0,
2,9212,18.0,7.0,0.0,9.0,60.0,12.0,15.0,56.0,15.0,38.0,28.0,49.0,0.0,0.0,0.0,14.0,
1,9212,0.0,0.0,0.0,0.0,49.0,59.0,29.0,60.0,0.0,13.0,24.0,64.0,0.0,0.0,0.0,42.0,
2,9212,16.0,0.0,0.0,6.0,56.0,6.0,16.0,59.0,16.0,36.0,34.0,61.0,0.0,0.0,0.0,22.0,
9,9225,0.0,0.0,0.0,0.0,46.0,36.0,0.0,35.0,47.0,51.0,11.0,35.0,0.0,11.0,29.0,35.0,
2,9225,7.0,0.0,0.0,0.0,59.0,30.0,42.0,58.0,32.0,33.0,11.0,50.0,0.0,0.0,0.0,7.0,
2,9225,10.0,0.0,0.0,0.0,60.0,36.0,52.0,62.0,8.0,14.0,0.0,64.0,0.0,0.0,0.0,18.0,
5,9225,0.0,0.0,0.0,0.0,57.0,48.0,29.0,52.0,43.0,0.0,15.0,22.0,0.0,0.0,0.0,0.0,
9,9228,0.0,0.0,0.0,0.0,16.0,40.0,23.0,0.0,46.0,42.0,32.0,34.0,30.0,14.0,0.0,0.0,
2,9228,9.0,0.0,0.0,0.0,58.0,0.0,12.0,58.0,19.0,46.0,32.0,48.0,0.0,0.0,0.0,26.0,
2,9228,13.0,8.0,0.0,0.0,55.0,0.0,10.0,55.0,36.0,52.0,45.0,52.0,0.0,0.0,0.0,18.0,
8,9228,0.0,0.0,0.0,0.0,39.0,43.0,37.0,34.0,48.0,30.0,18.0,39.0,11.0,0.0,0.0,0.0,
9,9246,0.0,17.0,0.0,0.0,50.0,24.0,25.0,32.0,36.0,45.0,45.0,44.0,0.0,0.0,14.0,12.0,
2,9246,0.0,13.0,0.0,0.0,52.0,25.0,44.0,48.0,49.0,43.0,7.0,48.0,0.0,0.0,0.0,14.0,
4,9246,0.0,0.0,17.0,8.0,16.0,38.0,44.0,33.0,30.0,7.0,43.0,37.0,0.0,0.0,0.0,0.0,
6,9246,0.0,0.0,0.0,0.0,35.0,39.0,58.0,32.0,18.0,0.0,46.0,44.0,0.0,0.0,0.0,12.0,
9,9272,0.0,16.0,0.0,0.0,28.0,53.0,16.0,9.0,53.0,50.0,53.0,44.0,40.0,19.0,0.0,0.0,
2,9272,0.0,0.0,0.0,0.0,54.0,40.0,7.0,47.0,35.0,50.0,47.0,58.0,0.0,0.0,0.0,35.0,
7,9272,0.0,0.0,0.0,0.0,46.0,7.0,60.0,41.0,57.0,48.0,42.0,0.0,0.0,0.0,10.0,0.0,
2,9272,0.0,0.0,0.0,0.0,59.0,14.0,15.0,49.0,36.0,49.0,37.0,51.0,0.0,0.0,0.0,36.0,
9,9306,0.0,13.0,8.0,0.0,24.0,48.0,34.0,0.0,59.0,40.0,51.0,46.0,33.0,20.0,0.0,0.0,
3,9306,0.0,0.0,0.0,0.0,49.0,23.0,0.0,41.0,49.0,40.0,46.0,45.0,0.0,0.0,7.0,8.0,
0,9306,0.0,13.0,10.0,0.0,44.0,19.0,18.0,45.0,48.0,30.0,14.0,34.0,0.0,12.0,13.0,0.0,
6,9306,0.0,0.0,6.0,0.0,34.0,52.0,59.0,32.0,6.0,18.0,22.0,36.0,0.0,0.0,21.0,30.0,
9,9310,0.0,25.0,0.0,0.0,43.0,58.0,24.0,31.0,49.0,56.0,44.0,19.0,0.0,13.0,0.0,0.0,
3,9310,6.0,0.0,0.0,0.0,43.0,6.0,8.0,40.0,47.0,43.0,47.0,48.0,10.0,0.0,0.0,0.0,
1,9310,0.0,0.0,0.0,0.0,40.0,43.0,39.0,33.0,27.0,17.0,16.0,15.0,0.0,0.0,0.0,0.0,
0,9310,0.0,8.0,0.0,0.0,57.0,38.0,25.0,45.0,23.0,33.0,19.0,55.0,0.0,0.0,18.0,7.0,
9,9334,0.0,0.0,0.0,0.0,30.0,39.0,0.0,0.0,62.0,52.0,40.0,38.0,13.0,15.0,0.0,0.0,
3,9334,10.0,6.0,0.0,0.0,54.0,34.0,8.0,37.0,42.0,35.0,49.0,31.0,0.0,0.0,0.0,0.0,
3,9334,12.0,0.0,0.0,8.0,53.0,30.0,15.0,48.0,8.0,20.0,45.0,45.0,0.0,0.0,8.0,0.0,
4,9334,0.0,0.0,26.0,0.0,30.0,45.0,61.0,28.0,24.0,39.0,61.0,19.0,0.0,0.0,8.0,0.0,
9,9358,0.0,0.0,0.0,0.0,50.0,43.0,0.0,37.0,45.0,64.0,49.0,41.0,0.0,0.0,7.0,0.0,
3,9358,6.0,0.0,0.0,0.0,53.0,33.0,25.0,44.0,38.0,20.0,42.0,58.0,0.0,0.0,0.0,7.0,
5,9358,8.0,8.0,0.0,0.0,56.0,52.0,0.0,40.0,45.0,28.0,29.0,50.0,0.0,0.0,7.0,0.0,
8,9358,0.0,0.0,0.0,7.0,50.0,40.0,51.0,49.0,58.0,43.0,37.0,56.0,12.0,0.0,0.0,0.0,
9,9374,0.0,14.0,0.0,0.0,53.0,44.0,12.0,49.0,35.0,56.0,31.0,48.0,0.0,12.0,19.0,7.0,
3,9374,0.0,0.0,0.0,0.0,49.0,10.0,0.0,47.0,42.0,44.0,44.0,54.0,0.0,0.0,7.0,9.0,
7,9374,0.0,0.0,0.0,0.0,44.0,15.0,44.0,40.0,56.0,50.0,26.0,0.0,31.0,17.0,0.0,0.0,
4,9374,0.0,0.0,11.0,0.0,15.0,44.0,47.0,6.0,23.0,30.0,59.0,32.0,0.0,10.0,0.0,0.0,
9,9402,6.0,0.0,0.0,0.0,58.0,35.0,30.0,50.0,61.0,52.0,23.0,6.0,6.0,0.0,0.0,0.0,
4,9402,0.0,9.0,8.0,0.0,31.0,50.0,49.0,14.0,27.0,34.0,62.0,35.0,0.0,22.0,7.0,0.0,
0,9402,0.0,0.0,7.0,0.0,39.0,28.0,29.0,51.0,27.0,29.0,39.0,41.0,0.0,6.0,9.0,0.0,
2,9402,0.0,0.0,0.0,0.0,62.0,49.0,22.0,57.0,24.0,41.0,29.0,55.0,0.0,0.0,0.0,30.0,
9,9528,0.0,0.0,0.0,0.0,52.0,51.0,0.0,36.0,19.0,61.0,25.0,45.0,0.0,0.0,15.0,9.0,
5,9528,11.0,14.0,0.0,0.0,54.0,45.0,24.0,46.0,54.0,0.0,33.0,57.0,11.0,0.0,0.0,0.0,
2,9528,0.0,0.0,0.0,0.0,54.0,19.0,0.0,57.0,45.0,44.0,41.0,61.0,0.0,13.0,10.0,21.0,
