,label,number_of_holes,area,radius,contour,hull_radius,weight4_1,weight0_2,weight1_2,weight2_2,weight3_2,weight4_2,weight5_2,weight6_2,weight7_2,weight2_3,weight3_3,weight4_3,weight5_3,weight7_3,weight2_4,weight3_4,weight4_4,weight5_4,weight7_4,weight0_5,weight1_5,weight2_5,weight3_5,weight4_5,weight5_5,weight6_5,weight7_5,weight3_6,weight4_6,weight5_6,weight6_6,weight7_6
335,6,1.0,320.0,11.0855893535,52.0,13.2622418815,0.0,6.0,14.0,16.0,16.0,16.0,14.0,10.0,0.0,6.0,14.0,0.0,0.0,14.0,0.0,9.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,8.0,0.0,0.0,11.0,12.0,0.0
336,9,0.0,298.5,10.3630206803,45.0,13.1111559972,0.0,9.0,16.0,16.0,9.0,0.0,0.0,0.0,12.0,16.0,16.0,0.0,12.0,14.0,16.0,16.0,16.0,16.0,0.0,0.0,15.0,14.0,10.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,1,0.0,306.0,10.4337902083,46.0,13.4416509234,0.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,12.0,16.0,16.0,10.0,8.0,16.0,6.0,11.0,13.0,16.0,16.0,16.0,16.0,10.0,0.0,10.0,12.0,10.0,0.0
338,3,0.0,260.0,10.1729068662,40.0,14.7935253932,0.0,11.0,14.0,8.0,8.0,0.0,0.0,0.0,14.0,11.0,16.0,14.0,0.0,16.0,15.0,0.0,10.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,16.0,0.0,0.0,0.0,0.0,6.0
339,9,0.0,297.5,11.799772099,43.0,13.1307046734,0.0,10.0,16.0,16.0,0.0,0.0,0.0,0.0,14.0,16.0,0.0,0.0,0.0,16.0,16.0,8.0,9.0,16.0,0.0,7.0,16.0,16.0,16.0,16.0,16.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0
340,9,1.0,316.5,10.1039644403,58.0,13.2430470014,0.0,0.0,14.0,16.0,15.0,0.0,0.0,10.0,0.0,9.0,14.0,10.0,0.0,16.0,0.0,13.0,14.0,0.0,16.0,0.0,0.0,10.0,16.0,15.0,12.0,16.0,16.0,0.0,10.0,11.0,8.0,0.0
341,1,0.0,240.5,9.73021791029,40.0,13.6717908839,0.0,0.0,0.0,14.0,16.0,0.0,0.0,0.0,0.0,16.0,16.0,10.0,0.0,8.0,16.0,16.0,16.0,16.0,16.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0
342,7,0.0,239.0,9.5929459013,47.0,13.5267914193,12.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,12.0,16.0,0.0,10.0,16.0,13.0,0.0,16.0,16.0,16.0,16.0,10.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
343,9,1.0,289.0,10.4433105449,48.0,12.9016892426,0.0,0.0,12.0,13.0,12.0,0.0,0.0,0.0,0.0,12.0,16.0,6.0,0.0,12.0,0.0,16.0,8.0,0.0,16.0,0.0,8.0,14.0,16.0,12.0,0.0,13.0,12.0,0.0,10.0,13.0,13.0,0.0
344,9,1.0,282.0,12.0838225622,46.0,13.0958117241,0.0,8.0,15.0,16.0,11.0,0.0,0.0,0.0,8.0,0.0,10.0,8.0,0.0,16.0,0.0,13.0,8.0,0.0,16.0,0.0,7.0,16.0,16.0,10.0,0.0,6.0,16.0,0.0,10.0,14.0,15.0,0.0
345,1,0.0,334.0,11.0226221772,34.0,14.0426830264,0.0,0.0,0.0,0.0,0.0,14.0,16.0,0.0,0.0,16.0,16.0,16.0,16.0,14.0,16.0,16.0,16.0,16.0,16.0,13.0,16.0,16.0,12.0,12.0,12.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0
346,8,1.0,338.0,10.7743718483,46.0,14.7746596557,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,0.0,6.0,6.0,15.0,6.0,14.0,16.0,16.0,12.0,0.0,16.0,9.0,13.0,11.0,0.0,12.0,13.0,9.0,16.0,0.0,0.0,6.0,15.0,16.0
347,7,0.0,241.5,9.74335731109,49.0,13.6180052506,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,16.0,13.0,16.0,0.0,11.0,16.0,13.0,0.0,16.0,12.0,12.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,9,1.0,259.5,10.7982099141,48.0,13.490906847,0.0,6.0,9.0,7.0,0.0,0.0,0.0,8.0,0.0,13.0,14.0,0.0,0.0,16.0,0.0,16.0,0.0,0.0,16.0,0.0,11.0,16.0,16.0,11.0,6.0,8.0,16.0,0.0,8.0,10.0,13.0,9.0
349,2,0.0,234.5,9.91821237488,45.0,14.9327441352,0.0,16.0,14.0,9.0,0.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,10.0,16.0,16.0,16.0,16.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,13.0
350,1,0.0,268.5,10.4770251179,31.0,15.4493692655,0.0,12.0,12.0,14.0,13.0,0.0,0.0,16.0,12.0,16.0,16.0,15.0,12.0,16.0,0.0,8.0,9.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,11.0,16.0
351,2,0.0,249.0,10.3745025677,42.0,15.2005193322,0.0,16.0,14.0,0.0,0.0,0.0,0.0,11.0,16.0,0.0,0.0,0.0,11.0,16.0,16.0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,0.0,0.0,0.0,11.0,11.0
352,9,0.0,271.0,10.8123497615,50.0,14.0202750223,0.0,0.0,13.0,12.0,0.0,0.0,0.0,14.0,0.0,15.0,8.0,0.0,0.0,16.0,13.0,8.0,0.0,0.0,16.0,6.0,15.0,16.0,14.0,8.0,0.0,0.0,16.0,6.0,12.0,16.0,16.0,14.0
353,2,0.0,256.5,9.316923245,41.0,14.6197011618,0.0,11.0,16.0,8.0,0.0,0.0,9.0,12.0,14.0,10.0,12.0,16.0,16.0,16.0,16.0,13.0,9.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,0.0,6.0
354,2,0.0,267.5,9.06347021725,37.0,15.0078662272,0.0,14.0,16.0,0.0,0.0,11.0,16.0,16.0,14.0,13.0,16.0,15.0,10.0,16.0,8.0,6.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,6.0,12.0
355,5,0.0,214.5,9.50799459836,40.0,13.8059328482,0.0,9.0,16.0,16.0,11.0,0.0,0.0,10.0,10.0,10.0,11.0,14.0,13.0,16.0,0.0,0.0,0.0,10.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,9,1.0,280.0,10.0376782659,44.0,12.6920617311,0.0,0.0,0.0,12.0,16.0,12.0,0.0,0.0,0.0,0.0,8.0,11.0,0.0,0.0,0.0,13.0,0.0,0.0,10.0,16.0,10.0,12.0,16.0,15.0,11.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0
357,2,0.0,231.0,10.7495698439,47.0,16.0082530751,0.0,16.0,16.0,0.0,0.0,0.0,0.0,10.0,16.0,0.0,0.0,0.0,9.0,16.0,16.0,16.0,16.0,14.0,16.0,0.0,0.0,6.0,8.0,0.0,0.0,6.0,16.0,0.0,0.0,0.0,7.0,16.0
358,2,0.0,264.5,11.16382189,39.0,15.2215846972,0.0,16.0,15.0,0.0,0.0,0.0,0.0,7.0,16.0,0.0,0.0,0.0,9.0,16.0,12.0,13.0,16.0,16.0,16.0,0.0,9.0,12.0,15.0,8.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,15.0
359,8,2.0,358.0,11.2411812641,41.0,14.1963875107,0.0,6.0,13.0,11.0,16.0,14.0,8.0,13.0,0.0,0.0,16.0,14.0,0.0,16.0,8.0,9.0,0.0,14.0,16.0,16.0,10.0,13.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0
360,9,1.0,360.0,11.6219038902,44.0,13.8773462602,0.0,11.0,16.0,12.0,12.0,12.0,0.0,0.0,10.0,0.0,0.0,13.0,0.0,16.0,8.0,0.0,15.0,0.0,16.0,0.0,14.0,16.0,16.0,16.0,13.0,14.0,9.0,0.0,0.0,10.0,11.0,0.0
361,2,0.0,267.0,9.19588787174,47.0,14.1476830052,0.0,7.0,16.0,12.0,0.0,0.0,11.0,12.0,6.0,0.0,9.0,16.0,13.0,16.0,16.0,16.0,7.0,0.0,16.0,6.0,11.0,9.0,0.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,0.0,12.0
362,4,0.0,216.5,8.77345388581,58.0,13.4266735576,0.0,0.0,0.0,0.0,11.0,16.0,16.0,12.0,0.0,15.0,11.0,0.0,10.0,6.0,7.0,0.0,11.0,16.0,16.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,6,1.0,254.0,10.6128283637,42.0,12.7830842431,0.0,0.0,0.0,9.0,14.0,16.0,12.0,6.0,0.0,8.0,8.0,14.0,16.0,10.0,0.0,0.0,12.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,15.0,13.0,16.0,0.0,0.0,0.0,9.0,0.0
364,9,1.0,353.5,10.8299145258,39.0,14.0491417555,0.0,0.0,8.0,16.0,16.0,8.0,0.0,0.0,0.0,0.0,16.0,8.0,0.0,6.0,0.0,16.0,14.0,14.0,16.0,16.0,14.0,15.0,16.0,15.0,10.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0
365,2,0.0,292.5,9.68774348229,49.0,15.1618972085,0.0,12.0,16.0,16.0,14.0,0.0,0.0,0.0,11.0,0.0,6.0,0.0,7.0,16.0,11.0,10.0,13.0,16.0,16.0,0.0,8.0,13.0,16.0,11.0,7.0,10.0,16.0,0.0,0.0,0.0,8.0,16.0
366,7,0.0,251.5,10.2183269377,50.0,13.6888204563,0.0,10.0,11.0,0.0,0.0,16.0,12.0,0.0,9.0,0.0,0.0,16.0,16.0,14.0,7.0,14.0,16.0,10.0,0.0,14.0,16.0,14.0,13.0,16.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
367,2,0.0,277.5,10.1809502531,42.0,15.3645390559,0.0,11.0,16.0,9.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,12.0,16.0,16.0,16.0,16.0,16.0,10.0,0.0,6.0,9.0,8.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,11.0,16.0
368,9,1.0,361.5,10.7665313276,49.0,13.5961234423,8.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,0.0,8.0,8.0,15.0,0.0,0.0,0.0,11.0,14.0,10.0,16.0,16.0,15.0,13.0,16.0,15.0,12.0,9.0,6.0,6.0,0.0,0.0,0.0,0.0
369,3,0.0,236.0,9.76232451479,53.0,14.4649428569,0.0,14.0,13.0,0.0,0.0,0.0,0.0,10.0,14.0,0.0,16.0,0.0,0.0,16.0,15.0,16.0,14.0,0.0,16.0,7.0,13.0,7.0,0.0,14.0,15.0,13.0,14.0,0.0,0.0,6.0,7.0,0.0
370,0,1.0,449.5,12.3772734412,36.0,12.9881513755,6.0,0.0,15.0,11.0,8.0,8.0,10.0,14.0,10.0,0.0,0.0,0.0,0.0,16.0,11.0,0.0,0.0,0.0,12.0,0.0,12.0,14.0,0.0,0.0,10.0,14.0,0.0,8.0,8.0,0.0,0.0,0.0
371,6,1.0,342.5,11.8435445359,44.0,13.1980974758,0.0,0.0,6.0,14.0,16.0,16.0,16.0,8.0,0.0,8.0,14.0,15.0,12.0,10.0,0.0,12.0,10.0,0.0,16.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,16.0,0.0,9.0,12.0,14.0,14.0
372,9,1.0,334.5,10.729934051,35.0,12.8966615549,0.0,0.0,11.0,16.0,16.0,0.0,0.0,0.0,0.0,10.0,16.0,10.0,10.0,16.0,8.0,16.0,16.0,16.0,8.0,7.0,16.0,16.0,16.0,11.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
373,3,0.0,223.5,10.0372180114,49.0,14.8614105374,0.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,6.0,8.0,0.0,16.0,8.0,16.0,16.0,8.0,16.0,10.0,16.0,16.0,0.0,7.0,16.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0
374,1,0.0,185.5,10.2898761205,28.0,12.4015363327,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,16.0,14.0,9.0,8.0,8.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,0,1.0,433.0,11.9986379979,34.0,13.0065104047,0.0,10.0,15.0,16.0,13.0,13.0,12.0,12.0,8.0,9.0,0.0,0.0,0.0,16.0,9.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,10.0,8.0,11.0,16.0,10.0,0.0,8.0,10.0,7.0,0.0
376,9,0.0,245.5,10.0551076165,43.0,12.4458855569,0.0,0.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,11.0,16.0,16.0,16.0,16.0,16.0,16.0,11.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0
377,3,0.0,247.0,10.0345740265,56.0,13.3870280999,0.0,6.0,16.0,7.0,0.0,0.0,0.0,0.0,10.0,13.0,14.0,8.0,0.0,16.0,16.0,12.0,15.0,16.0,7.0,0.0,13.0,7.0,0.0,0.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
378,3,0.0,226.0,10.2349651523,57.0,14.3661886746,0.0,16.0,13.0,0.0,0.0,0.0,0.0,11.0,16.0,9.0,14.0,12.0,0.0,16.0,9.0,11.0,15.0,0.0,16.0,0.0,0.0,0.0,0.0,13.0,16.0,16.0,0.0,0.0,0.0,7.0,0.0,0.0
379,4,0.0,287.0,9.49229380182,73.0,13.0512697432,12.0,0.0,0.0,10.0,15.0,16.0,16.0,0.0,0.0,14.0,6.0,13.0,16.0,16.0,0.0,8.0,15.0,16.0,6.0,0.0,8.0,16.0,13.0,16.0,14.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
380,9,0.0,277.0,10.0778397289,44.0,12.7215187177,0.0,0.0,14.0,11.0,0.0,0.0,0.0,0.0,8.0,16.0,13.0,0.0,0.0,16.0,16.0,16.0,0.0,13.0,12.0,0.0,9.0,16.0,16.0,16.0,16.0,12.0,0.0,0.0,6.0,0.0,0.0,0.0
381,3,0.0,246.5,10.2682223995,48.0,14.6674745174,0.0,14.0,13.0,0.0,7.0,0.0,0.0,6.0,16.0,10.0,16.0,16.0,0.0,16.0,14.0,0.0,13.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,16.0,0.0,0.0,0.0,6.0,0.0
382,5,0.0,244.0,10.7973338485,47.0,15.7488327744,0.0,16.0,16.0,16.0,16.0,0.0,0.0,6.0,14.0,0.0,16.0,0.0,0.0,16.0,0.0,16.0,0.0,0.0,16.0,16.0,7.0,0.0,9.0,15.0,12.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0
383,8,2.0,390.0,10.5924201378,43.0,14.6483250569,0.0,6.0,12.0,11.0,6.0,6.0,16.0,16.0,8.0,8.0,15.0,16.0,13.0,16.0,0.0,10.0,16.0,14.0,16.0,14.0,16.0,16.0,14.0,0.0,0.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0
384,9,1.0,352.0,11.5476796145,49.0,13.5067108353,0.0,12.0,16.0,12.0,16.0,0.0,0.0,11.0,14.0,0.0,16.0,8.0,0.0,16.0,8.0,16.0,8.0,0.0,16.0,0.0,11.0,16.0,16.0,14.0,9.0,16.0,7.0,8.0,8.0,11.0,7.0,0.0
385,3,0.0,235.5,9.76028196928,46.0,14.2896989178,0.0,13.0,12.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,7.0,0.0,0.0,16.0,16.0,16.0,13.0,0.0,16.0,0.0,8.0,6.0,6.0,13.0,16.0,16.0,14.0,0.0,0.0,7.0,8.0,0.0
386,7,0.0,248.5,9.96535545386,56.0,14.7639302314,0.0,10.0,8.0,0.0,0.0,11.0,0.0,7.0,12.0,0.0,11.0,16.0,16.0,8.0,0.0,15.0,14.0,6.0,0.0,16.0,16.0,16.0,16.0,6.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0
387,4,0.0,226.0,9.07263670466,56.0,12.6963355664,8.0,0.0,0.0,0.0,13.0,16.0,8.0,0.0,0.0,16.0,12.0,15.0,8.0,0.0,0.0,0.0,13.0,16.0,14.0,0.0,0.0,10.0,16.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,9,0.0,267.0,9.79770146037,46.0,13.5059330643,0.0,10.0,16.0,14.0,0.0,0.0,0.0,7.0,11.0,16.0,0.0,11.0,16.0,16.0,16.0,16.0,12.0,11.0,0.0,13.0,16.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,4,0.0,285.5,9.87562873201,57.0,12.26395547,7.0,0.0,7.0,16.0,16.0,16.0,7.0,0.0,0.0,10.0,8.0,16.0,10.0,10.0,0.0,0.0,16.0,16.0,12.0,6.0,0.0,14.0,16.0,16.0,14.0,7.0,0.0,9.0,7.0,0.0,0.0,0.0
390,0,1.0,398.0,11.8741164872,39.0,13.0308339787,0.0,8.0,7.0,9.0,14.0,16.0,13.0,16.0,10.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,8.0,12.0,0.0,7.0,13.0,12.0,14.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
391,2,0.0,297.0,9.85364323547,36.0,15.6016429361,0.0,14.0,16.0,16.0,0.0,0.0,0.0,9.0,16.0,16.0,12.0,8.0,14.0,16.0,16.0,16.0,16.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,7.0,16.0
392,9,0.0,263.5,10.7833124715,43.0,13.7672432515,0.0,6.0,16.0,16.0,8.0,0.0,0.0,0.0,13.0,12.0,15.0,0.0,0.0,16.0,14.0,16.0,0.0,0.0,14.0,0.0,0.0,15.0,16.0,13.0,12.0,16.0,8.0,0.0,6.0,9.0,8.0,0.0
393,5,0.0,269.0,9.98638251417,55.0,14.5785680287,0.0,8.0,16.0,16.0,15.0,0.0,0.0,11.0,9.0,0.0,13.0,16.0,0.0,16.0,0.0,0.0,11.0,15.0,16.0,16.0,10.0,0.0,0.0,0.0,7.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0
394,2,0.0,281.0,9.96427512854,44.0,14.0961500281,0.0,12.0,10.0,0.0,0.0,0.0,0.0,15.0,10.0,15.0,0.0,0.0,0.0,16.0,14.0,0.0,0.0,9.0,16.0,0.0,13.0,15.0,14.0,16.0,16.0,13.0,16.0,8.0,7.0,0.0,0.0,16.0
395,8,0.0,300.0,9.91979810172,38.0,12.7641775839,0.0,12.0,13.0,8.0,8.0,11.0,16.0,16.0,11.0,12.0,16.0,16.0,16.0,16.0,13.0,16.0,8.0,11.0,12.0,0.0,8.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,9,0.0,258.5,11.4072579657,52.0,13.219649255,0.0,10.0,16.0,16.0,0.0,0.0,0.0,0.0,6.0,16.0,6.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,16.0,0.0,7.0,15.0,13.0,12.0,13.0,16.0,6.0,0.0,8.0,11.0,0.0,0.0
397,5,0.0,272.0,9.71398073401,45.0,14.3113388688,0.0,0.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,16.0,13.0,0.0,0.0,16.0,12.0,16.0,13.0,8.0,10.0,16.0,13.0,0.0,15.0,16.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
398,3,0.0,290.0,11.0227544916,43.0,14.2690847772,0.0,16.0,12.0,0.0,8.0,6.0,0.0,8.0,16.0,16.0,16.0,16.0,7.0,16.0,16.0,14.0,14.0,16.0,8.0,0.0,6.0,0.0,0.0,0.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
399,4,0.0,245.5,9.56887269692,55.0,12.6474483273,9.0,0.0,0.0,8.0,16.0,16.0,6.0,0.0,0.0,15.0,0.0,16.0,10.0,6.0,0.0,0.0,13.0,16.0,16.0,0.0,0.0,0.0,6.0,15.0,16.0,10.0,0.0,6.0,12.0,8.0,0.0,0.0
400,9,1.0,277.5,10.3190798534,46.0,12.2285508905,0.0,0.0,0.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0,9.0,14.0,12.0,16.0,0.0,14.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,5,0.0,216.5,10.7448832603,76.0,13.8426160114,0.0,0.0,12.0,12.0,16.0,7.0,0.0,11.0,10.0,0.0,16.0,0.0,0.0,16.0,0.0,16.0,0.0,0.0,12.0,16.0,0.0,0.0,14.0,14.0,12.0,12.0,0.0,0.0,6.0,0.0,0.0,0.0
402,4,0.0,299.5,9.38279001455,62.0,12.9887300713,14.0,0.0,0.0,10.0,16.0,16.0,16.0,0.0,0.0,10.0,0.0,12.0,16.0,16.0,6.0,13.0,16.0,16.0,9.0,0.0,7.0,16.0,13.0,16.0,14.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
403,7,0.0,224.5,9.49812302072,51.0,14.4916040486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,16.0,12.0,11.0,9.0,0.0,16.0,16.0,9.0,0.0,16.0,10.0,13.0,16.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
404,9,0.0,306.0,10.489006405,43.0,12.2569022136,0.0,0.0,13.0,16.0,13.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,16.0,16.0,13.0,0.0,9.0,8.0,16.0,16.0,16.0,15.0,14.0,14.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0
405,5,0.0,227.0,9.9291838985,49.0,13.6119741611,0.0,0.0,11.0,16.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,16.0,0.0,0.0,7.0,16.0,16.0,12.0,10.0,0.0,0.0,0.0,7.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0
406,9,1.0,249.5,10.9614677329,39.0,12.3990183468,0.0,0.0,8.0,16.0,7.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,8.0,16.0,6.0,0.0,0.0,12.0,16.0,8.0,16.0,13.0,13.0,16.0,10.0,0.0,10.0,7.0,0.0,0.0,0.0
407,4,0.0,283.5,9.85407163831,59.0,12.9990395752,14.0,0.0,0.0,12.0,16.0,16.0,16.0,8.0,0.0,15.0,0.0,0.0,16.0,8.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,11.0,16.0,11.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
408,9,1.0,324.5,10.5245540055,42.0,13.2071897031,7.0,0.0,0.0,12.0,16.0,16.0,0.0,0.0,0.0,10.0,0.0,13.0,0.0,0.0,0.0,0.0,15.0,12.0,10.0,16.0,14.0,11.0,16.0,14.0,13.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0
409,6,1.0,255.0,10.6689725006,41.0,12.2040895618,8.0,0.0,0.0,13.0,14.0,13.0,16.0,15.0,0.0,6.0,0.0,0.0,14.0,10.0,0.0,0.0,7.0,8.0,16.0,0.0,0.0,0.0,0.0,6.0,14.0,12.0,14.0,0.0,0.0,8.0,7.0,0.0
410,0,1.0,409.5,11.60611578,37.0,12.546023524,6.0,0.0,9.0,8.0,10.0,16.0,16.0,11.0,0.0,14.0,12.0,14.0,16.0,14.0,0.0,0.0,0.0,16.0,16.0,0.0,11.0,16.0,12.0,10.0,16.0,15.0,9.0,6.0,9.0,10.0,0.0,0.0
411,0,1.0,434.0,12.6189358095,34.0,13.2347465222,0.0,6.0,12.0,16.0,16.0,13.0,16.0,15.0,7.0,15.0,0.0,0.0,0.0,16.0,13.0,0.0,0.0,0.0,16.0,0.0,7.0,16.0,10.0,8.0,12.0,16.0,11.0,6.0,9.0,12.0,10.0,0.0
412,9,1.0,366.0,11.3801559525,39.0,13.4497178806,0.0,13.0,15.0,13.0,16.0,0.0,0.0,7.0,12.0,0.0,12.0,0.0,0.0,16.0,0.0,15.0,10.0,0.0,16.0,7.0,16.0,16.0,16.0,16.0,16.0,15.0,6.0,8.0,6.0,0.0,0.0,0.0
413,6,1.0,277.0,11.342785155,43.0,13.6400263977,0.0,0.0,0.0,14.0,16.0,16.0,16.0,10.0,0.0,10.0,0.0,12.0,14.0,7.0,0.0,0.0,10.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,15.0,13.0,16.0,0.0,0.0,0.0,15.0,9.0
414,1,0.0,280.5,10.6784102251,32.0,14.1703780394,0.0,0.0,11.0,0.0,0.0,0.0,0.0,6.0,6.0,12.0,8.0,12.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0.0,9.0,12.0,12.0,10.0,8.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0
415,1,0.0,328.0,10.9511816768,42.0,14.6948976541,0.0,0.0,0.0,9.0,0.0,0.0,0.0,8.0,0.0,16.0,10.0,0.0,8.0,10.0,16.0,16.0,16.0,16.0,16.0,0.0,8.0,11.0,13.0,16.0,16.0,16.0,16.0,0.0,0.0,10.0,16.0,16.0
416,9,0.0,298.0,10.3559031483,53.0,12.1724900092,0.0,0.0,9.0,14.0,6.0,0.0,0.0,0.0,0.0,16.0,11.0,0.0,0.0,16.0,16.0,9.0,6.0,15.0,0.0,16.0,16.0,16.0,16.0,16.0,7.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
417,6,1.0,322.0,10.9446092307,39.0,12.5967589623,7.0,12.0,16.0,16.0,16.0,16.0,16.0,16.0,11.0,0.0,8.0,15.0,14.0,16.0,0.0,12.0,9.0,0.0,12.0,0.0,0.0,0.0,8.0,10.0,0.0,16.0,0.0,0.0,6.0,12.0,0.0,0.0
418,2,0.0,228.5,9.93502999552,47.0,15.5856846711,0.0,14.0,16.0,15.0,7.0,0.0,0.0,7.0,12.0,0.0,6.0,0.0,0.0,16.0,11.0,10.0,12.0,12.0,16.0,0.0,0.0,9.0,12.0,12.0,7.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0
419,6,1.0,325.0,11.4550568604,43.0,12.0783649058,7.0,12.0,16.0,15.0,14.0,16.0,16.0,16.0,8.0,0.0,8.0,16.0,16.0,16.0,0.0,12.0,15.0,0.0,16.0,0.0,0.0,0.0,11.0,14.0,10.0,16.0,0.0,0.0,8.0,11.0,6.0,0.0
420,9,0.0,320.0,10.1699245616,40.0,13.1004894675,0.0,7.0,16.0,16.0,16.0,0.0,0.0,0.0,6.0,7.0,16.0,11.0,0.0,16.0,14.0,16.0,10.0,0.0,16.0,0.0,0.0,14.0,16.0,14.0,13.0,16.0,14.0,0.0,10.0,11.0,8.0,0.0
421,6,1.0,321.0,11.2192149856,42.0,13.7042954195,0.0,0.0,12.0,16.0,16.0,16.0,16.0,13.0,0.0,0.0,12.0,15.0,0.0,16.0,0.0,6.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,11.0,9.0,8.0,16.0,0.0,0.0,9.0,15.0,9.0
